author,record_count,record_enumerated,viaf_title_list,birthdate
,10,0,"['All men are brothers', 'All men are brothers. Selections.', 'Ārogyanī cāvī', 'Ārogyavishe sāmānya jñāna', 'Art of living', 'Asahakāra.', 'Autobiografia : dzieje moich poszukiwań prawdy', 'Autobiographie ou Mes expériences de vérité', 'Autobiography or the Story of my experiments with truth', 'Bāpu ke āśīrvāda, roja ke vicāra.', 'Bāpunā patro.', ""Bapu's letters to Mira, 1924-1948"", 'Bhagavadgītā.', 'Buddhism and theosophy.', 'Correspondence', 'Correspondence. Selections', 'Dilhī ḍāyarī.', 'Discourses. Selections', 'Doctrina del Satyagraha', 'Economic and industrial life and relations.', 'Ethical religion', 'Gandhi', 'Gandhi on non-violence', 'Handeln aus dem Geist', 'Health guide', 'Hind Swaraj, or, Indian home rule', 'Hinda Svarāja', 'La jeune Inde', 'Kharī keḷavaṇī', ""Lettres à l'Ashram"", 'Leur civilisation et notre délivrance', ""M. K. Gandhi's Hind swaraj"", 'Mahatma Gandhi', 'Mahatma Gandhi, his own story', 'Mein Leben', 'Mind of mahatma gandhi', 'Môj experiment s pravdou', 'Moral basis of vegetarianism', 'My appeal to the British', 'My religion', 'My socialism', ""Nation's voice"", 'Nature cure', 'Nīti dharma.', 'Non-violence in peace and war 1942-1949. Morceaux choisis', 'Pathway to God', 'Prayer', 'Quit India', 'Rāshṭrabhāshā vishe vicāra', 'Sammlung', 'Sarvodaya (the welfare of all)', 'Satyagraha in South Africa', 'Satyagraha (non-violent resistance)', 'Satyāgrahāśramano ītihāsa', 'Satyanā prayogo athavā ātmakathā', 'Selected works of Mahatma Gandhi', 'Selections from Gandhi', 'Speeches. Selections', 'Thought for the day', 'To the students', 'To the women', 'Todos los hombres son hermanos', 'Towards non-violent socialism', 'Vratavicāra.', 'What is Hinduism?', 'Works. 1948', 'Works. 1958', 'Works. 1989', 'Works. 2000', 'Works. Selections', 'Works. Selections. 1919', 'Works. Selections. 1922', 'Works. Selections. 1949', 'Works. Selections. 1951', 'Works. Selections. 1951. Beacon', 'Works. Selections. 1956', 'Works. Selections. 1968', 'Works. Selections. 1969', 'Works. Selections. 1982', 'Works. Selections. 1983', 'Works. Selections. 1984', 'Works. Selections. 1985', 'Works. Selections. 1987', 'Works. Selections. 1988', 'Works. Selections. 1991', 'Works. Selections. 1991. Orbis', 'Works. Selections. 1991. Oxford', 'Works. Selections. 1993', 'Works. Selections. 1996', 'Works. Selections. 1997', 'Works. Selections. 2002', 'Works. Selections. 2002. Vintage', 'Works. Selections. 2005', 'Works. Selections (2008)', 'Works. Selections. 2009', 'Works. Selections (Power of nonviolent resistance)', 'Works. Selections (Ross : 2013)', 'Worte des Friedens', 'Wybór pism', 'Wyjątki z pism', 'Моя жизнь']",1869-10-02
