10517	20096
10517	10849
10517	10709
10517	10742
10517	10986
10517	10893
10517	10578
10517	10637
10517	20135
10517	20227
10856	20287
10856	10716
10856	10671
10856	10642
10856	20101
10856	10780
10856	20458
10856	10748
10856	10817
10856	20238
10856	20641
11238	11301
2653	4465
2653	3277
2653	3150
2653	2119
2653	4711
2653	3390
2653	2908
2653	2519
2653	2264
2653	3526
2653	3028
2653	mdp.39015063941572
2653	4710
2653	3645
2653	3987
2653	2792
2653	3759
2839	2315
2839	njp.32101063579708
2839	3447
22142	20853
22142	21227
22142	21067
22142	20768
22142	20932
22142	20993
22142	21293
22142	20859
22142	20720
22142	24597
22142	21380
22142	21073
22142	21221
22142	20854
10911	10956
10911	10452
10911	10416
10911	10502
10911	10387
10911	10417
10911	20116
10911	mdp.39015027968737
10911	10559
10911	10316
10911	10359
10911	10790
10911	10723
10911	10558
10911	10451
10911	10339
10911	10685
10911	20607
10911	10527
23314	21519
23314	25878
23314	22188
23314	21955
23314	23081
4695	3629
4874	11542
4874	11114
4874	11173
4874	mdp.39015059405947
4874	11156
4874	11583
4874	mdp.39015059405962
4874	uc2.ark+=13960=t7zk58d8q
4874	uc2.ark+=13960=t3pv6f43b
4874	11134
4874	uc1.$b684662
4874	uc2.ark+=13960=t6348nk46
3818	1407
3818	2734
3818	3212
3818	nyp.33433074812151
20742	20639
20742	20410
20742	20504
20742	20457
20742	20545
20742	20236
20742	21335
20742	20546
20742	21270
20742	21544
20742	20781
20742	20593
20742	20899
20742	20594
20742	20331
20742	20697
20742	20100
20742	20640
20742	20143
20742	20782
20742	20285
20742	20830
21629	21539
21629	22364
21629	21741
21629	23355
21629	21438
21629	22086
21629	21439
21629	22528
21629	21852
20321	20958
20321	20452
2106	uc2.ark+=13960=t76t0k01c
2106	uc2.ark+=13960=t2891f63t
2106	nyp.33433075849574
4599	uc1.$b243963
4599	10584
4599	10295
4599	10555
4599	10412
4599	10498
22589	23980
20658	20851
20658	20713
20658	20560
20658	20522
20658	21140
20658	20523
20658	20608
20658	20988
20658	20559
20658	20758
20658	21219
20658	21368
20658	21139
20658	20850
20658	20424
4849	11031
4849	11026
4849	4877
4849	11265
4849	11149
4849	4856
4849	11235
11249	11282
11249	11187
11249	11316
11249	11481
4389	mdp.39015030719499
1785	1629
1785	3765
1785	coo.31924022439305
20894	20323
20894	22357
20894	21182
20894	20829
20894	21028
20894	20498
20894	20407
20894	20588
20894	20140
20894	20281
1056	2733
1056	3208
1056	2856
1056	3591
1056	3702
1056	3465
1056	3337
1056	1400
1056	2732
1056	3085
1056	1156
1056	2971
1056	3209
1056	2464
22120	22966
22120	21784
21559	23375
21559	22545
21559	20747
21559	23136
21559	24218
21559	20970
21559	22104
21559	23941
21559	22225
21559	23821
21942	21610
25440	25360
10886	10803
10886	10737
10886	20624
22904	22517
22904	24194
22904	23107
22904	23927
20777	21248
20777	21014
20777	20818
24481	24871
24481	22883
2675	2279
2675	3169
2675	3299
2675	2808
2675	nyp.33433074791660
3122	2490
3122	2999
3122	3246
3122	2998
3122	4196
3122	uc2.ark+=13960=t9n29sx8r
3122	uva.x030557421
3122	mdp.39015002707647
3122	3248
20363	21012
20363	21608
20363	21160
20363	21161
20363	21087
20811	21814
20811	21601
20811	20725
4127	4007
4127	2676
21782	24572
21782	23419
21782	20847
21782	21282
21782	21059
21782	20711
10275	uc2.ark+=13960=t6639kt8d
10275	10530
10275	uc1.b4088972
10275	4372
10275	3305
10275	4734
10275	mdp.39015030711835
10275	4138
1900	uc1.b3322072
1900	1070
1900	1723
20252	10647
20252	10500
20252	20841
20252	10525
20252	11003
20252	10954
20252	10866
11759	11634
11759	11697
11759	11843
11759	11870
11759	11932
11759	11896
11759	11736
11759	uc1.$b312780
11759	mdp.39015004724780
11759	11278
21620	20633
21620	20826
21620	23792
21620	22506
23631	24011
23631	22466
2692	wu.89086053873
2692	4621
2692	3785
2692	4744
2692	4620
2692	2010
2692	4381
2692	4019
2692	pst.000045746857
2692	3054
2692	2294
2692	4249
2692	4743
2692	2936
21875	22399
21875	23952
11074	11728
11074	11466
11074	11099
11074	11778
21381	20860
21381	21294
21381	22029
21381	21229
21381	21589
21381	23006
21381	20807
21381	21001
21381	21150
11388	11553
11388	11349
11388	11788
11388	11350
11388	11418
11388	11311
10803	10886
10803	10737
10803	20624
10601	10574
24998	23745
24998	23990
24998	24120
21697	21394
21697	21393
21697	22044
21697	22158
21697	21495
11753	11862
11753	23484
11753	11626
11753	11660
10283	3577
10283	10251
10283	uc1.b4382416
10283	uc1.32106002090394
10283	mdp.39015038057728
10283	10250
10283	3914
11125	11169
11125	11607
11125	11430
11125	11368
11125	11107
11125	11367
11125	11493
11125	11231
11125	11528
11125	11651
3865	3515
23059	21609
23059	22058
23059	21409
21539	21629
21539	22364
21539	21741
21539	23355
21539	21438
21539	22086
21539	21439
21539	22528
21539	21852
21941	23060
21941	22482
21941	23284
21941	25040
24641	24156
20879	mdp.49015000675828
20879	20579
20879	20224
20879	21831
20879	20488
20879	21412
20879	20822
20879	20821
20879	20225
20879	20270
20879	21948
20879	20577
20879	20178
20879	21832
20879	20578
20879	21164
20879	20775
20879	mdp.49015000675919
20879	20684
20879	20367
20879	21312
22149	21808
20832	20744
20832	21193
20832	21634
20832	20507
20744	20832
20744	21193
20744	21634
20744	20507
20752	10864
20752	10953
20752	21939
20752	20112
20752	10952
11562	11642
11562	11594
11562	11523
10720	10677
10720	10753
10720	20244
10720	20153
10720	10551
10720	20195
10720	10644
10720	20292
10463	mdp.39015037841510
10463	wu.89099227720
11360	11824
11360	11460
11360	11164
11360	11256
11360	11225
11360	11648
11360	11565
11360	11257
11360	11745
