BOOK_ID	FILENAME	LIBRARIES	TITLE	AUTH_LAST	AUTH_FIRST	AUTH_ID	WRITTEN_AS	PUBL_CITY	PUBLISHER	PUBL_DATE	SOURCE	NATIONALITY	GENRE	CLEAN?	GENRE_2	BESTSELLER?	paperId	year
1927	00001927.txt	90.0	The web of life	Herrick	Robert	A_01637		New York	Macmillan Co.	1900	g	American					1927	1900
2719	00002719.txt	51.0	Chip: of the Flying U	Bower	B. M.	A_00348		New York	Grosset & Dunlap	1906	g	American					2719	1906
uc1.$b105625	uc1.$b105625.txt		The crime of Laura Sarelle	Shearing	['Joseph']					1941	extracted_features						uc1.$b105625	1941
10406	00010406.txt	15.0	Lost in the wilds of Brazil	Foster	James H	A_01232			"""Akron, Ohio : Saalfield"""	1933	k	American					10406	1933
1606	00001606.txt	159.0	Prisoners of hope	Johnston	Mary	A_01828		Boston	Houghton Mifflin Co.	1898	g	American					1606	1898
uc1.32106002075213	uc1.32106002075213.txt		Lady Ferry	Jewett	['Sarah', 'Orne']					1909	extracted_features						uc1.32106002075213	1909
10371	00010371.txt	1127.0	Sons	Buck	Pearl S.	A_00453		New York	John Day	1932	k	American				YES	10371	1932
uc2.ark+=13960=t5p845s8w	uc2.ark+=13960=t5p845s8w.txt		The day before yesterday	Shafer	['Sara', 'Andrew', 'Mrs']					1904	hathi_fulltext						uc2.ark+=13960=t5p845s8w	1904
20304	00020304.txt	101.0	Taffy of Torpedo Junction	Wechter	Nell Wise	A_03548			"""Winston-Salem, J.F. Blair"""	1957	k	American		c			20304	1957
mdp.39015030146057	mdp.39015030146057.txt		The wolves	Kirst	['Hans', 'Hellmut']					1968	extracted_features						mdp.39015030146057	1968
24871	00024871.txt	729.0	Krondor: the assassins	Feist	Raymond E	A_01145		New York	Avon Eos	1999	k	American		c			24871	1999
11595	00011595.txt	181.0	Four-part setting	O'Malley	Mary Ann Dolling	A_02590	1.0	Boston	Little	1939	k	British					11595	1939
uc1.b3301086	uc1.b3301086.txt		Four-footed Americans and their kin	Wright	['Mabel', 'Osgood']					1898	extracted_features						uc1.b3301086	1898
3807	00003807.txt	104.0	Heart of the sunset	Beach	Rex	A_00208		New York/London	Harper & Bros.	1915	g	American					3807	1915
nyp.33433074939327	nyp.33433074939327.txt		A humble lover	BethamEdwards	['Matilda']					1903	hathi_fulltext						nyp.33433074939327	1903
20911	00020911.txt	106.0	The kissing gourami	Platt	Kin	A_02761		New York	Random House	1970	k	American		c			20911	1970
10607	00010607.txt	403.0	The snow goose	Gallico	Paul	A_01292		New York	Alfred A. Knopf	1940	k	American					10607	1940
mdp.39015016452776	mdp.39015016452776.txt		Space on my hands	Brown	['Fredric']					1951	extracted_features						mdp.39015016452776	1951
nyp.33433082173208	nyp.33433082173208.txt		The invaders	Allen	['Frances', 'Newton', 'Symmes']					1913	hathi_fulltext						nyp.33433082173208	1913
mdp.39076002259401	mdp.39076002259401.txt		Prancing Pat	Orton	['Helen', 'Fuller']					1927	extracted_features						mdp.39076002259401	1927
20877	00020877.txt	410.0	Poetic justice	Heilbrun	Carolyn	A_01612	1.0	New York	Alfred A. Knopf	1970	k	American		c			20877	1970
22313	00022313.txt	316.0	Sweet Anger	Brown	Sandra	A_00432		New York	Y : Warner Books	1985	k	American		c			22313	1985
3011	00003011.txt	470.0	Lewis Rand	Johnston	Mary	A_01828		Boston/New York	Houghton Mifflin Co.	1908	g	American				YES	3011	1908
21187	00021187.txt	1630.0	The Dispossessed	Le Guin	Ursula K.	A_02013		New York		1974	k	American	SCI	c			21187	1974
11111	00011111.txt	195.0	Hieroglyphics	Machen	Arthur	A_02181		New York	Alfred A. Knopf	1923	k	Welsh					11111	1923
21036	00021036.txt	632.0	The Osterman weekend	Ludlum	Robert	A_02148		New York	World Pub.	1972	k	American	SCI				21036	1972
1297	00001297.txt	58.0	A Napa Christchild: and Benicia's letters	Gunnison	Charles A.	A_01483		San Francisco	Press of Commercial Pub. Co.	1896	g	American					1297	1896
21538	00021538.txt	533.0	A family trust	Just	Ward S	A_01849		Boston	"""Little, Brown"""	1978	k	American		c			21538	1978
846	00000846.txt	57.0	The goddess of Atvatabar	Bradshaw	William Richard	A_00371		New York	J.F. Douthitt	1892	g	American	FANT	c			846	1892
2889	00002889.txt	341.0	Between the dark and the daylight	Howells	William Dean	A_01716		New York/London	Harper & Bros.	1907	g	American	REAL	c			2889	1907
10681	00010681.txt	459.0	The sea-gull cry	Nathan	Robert	A_02530		New York	Alfred A. Knopf	1942	k	American					10681	1942
uc1.b3810602	uc1.b3810602.txt		Presenting moonshine; stories	Collier	['John']					1941	extracted_features						uc1.b3810602	1941
21165	00021165.txt	130.0	The player	Downing	Warwick	A_00989		New York	Saturday Review Press	1974	k	American		c			21165	1974
uc2.ark+=13960=t8z895p97	uc2.ark+=13960=t8z895p97.txt		A blot of ink	Bazin	['R']					1892	hathi_fulltext						uc2.ark+=13960=t8z895p97	1892
3346	00003346.txt	100.0	The honor of the big snows	Curwood	James Oliver	A_00821		New York	A.L. Burt Co.	1911	g	American					3346	1911
uc2.ark+=13960=t02z1331h	uc2.ark+=13960=t02z1331h.txt		Short stories of the new America, interpreting the America of this age to high school boys and girls	Laselle	['Mary', 'Augusta']					1919	hathi_fulltext						uc2.ark+=13960=t02z1331h	1919
mdp.39015001160822	mdp.39015001160822.txt		The king in the golden mask and other writings	Schwob	['Marcel']					1905	extracted_features						mdp.39015001160822	1905
2383	00002383.txt	74.0	The ward of King Canute	Liljencrantz	Ottilie A.	A_02074		Chicago	Published by A.C. McClurg & Co.	1903	g	American					2383	1903
uc1.b3796965	uc1.b3796965.txt		The complete works of Michael Fairless [pseud.] with a biographical note by M. E. Dowson	Barber	['Margaret', 'Fairless']					1901	extracted_features						uc1.b3796965	1901
mdp.39015013300606	mdp.39015013300606.txt		Mission beyond darkness	Bryan	['J', 'Joseph']					1945	extracted_features						mdp.39015013300606	1945
11413	00011413.txt	23.0	Wheels within wheels	Waugh	Alec	A_03537		London	Cassell & Co.	1933	k	British					11413	1933
24206	00024206.txt	714.0	The fire rose	Lackey	Mercedes	A_01975		New York	Distributed by Simon & Schuster	1995	k	American		c			24206	1995
694	00000694.txt	34.0	The forsaken inn	Green	Anna Katharine	A_01444		New York	Robert Bonner's Sons	1890	g	American					694	1890
20071	00020071.txt	114.0	Scalpel	McCoy	Horace	A_02313		New York	D. Appleton & Co.	1952	k	American		c			20071	1952
20012	00020012.txt	36.0	The man in question	Godey	John	A_01383		Garden City/N.Y.	"""Doubleday, Page & Co."""	1951	k	American		c			20012	1951
10799	00010799.txt	114.0	Not my will	Arnold	Francena	A_00087		Chicago/Ill.	. : Moody Press	1946	k	American		c			10799	1946
21258	00021258.txt	1242.0	A nun in the closet	Gilman	Dorothy	A_01361		Garden City/N.Y.	"""Doubleday, Page & Co."""	1975	k	American		c			21258	1975
uva.x030743227	uva.x030743227.txt		A sunny little lass	Raymond	['Evelyn']					1910	hathi_fulltext						uva.x030743227	1910
21247	00021247.txt	179.0	Damon	Cline	C. Terry	A_00670		New York	Putnam	1975	k	American		c			21247	1975
20553	00020553.txt	2678.0	Caravans	Michener	James A.	A_02394		New York	Random House	1963	k	American	ADV			YES	20553	1963
20875	00020875.txt	284.0	The bombardier	Corrington	John William	A_00755		New York	Putnam	1970	k	American		c			20875	1970
uc2.ark+=13960=t2j67bz6m	uc2.ark+=13960=t2j67bz6m.txt		Cyr's fourth reader	Cyr	['Ellen', 'M']					1899	hathi_fulltext						uc2.ark+=13960=t2j67bz6m	1899
20558	00020558.txt	534.0	City of night	Rechy	John	A_02861		New York	Grove Press	1963	k	American		c		YES	20558	1963
mdp.39015012971340	mdp.39015012971340.txt		Seven red Sundays	Sender	['Ramón', 'José']					1936	extracted_features						mdp.39015012971340	1936
11622	00011622.txt	103.0	The strangers' gate	Oppenheim	E. Phillips	A_02612		Boston	"""Little, Brown & Co."""	1939	k	British					11622	1939
1523	00001523.txt	34.0	The days of Mohammed	Wilson	Anna May	A_03661		Chicago/Ill./D.C.	ook Pub. Co..C. Cook Pub. Co.	1897	g	Canadian					1523	1897
25075	00025075.txt	717.0	Iron shoes	Giles	Molly	A_03950		New York	Simon & Schuster	2000	k	American		c			25075	2000
24772	00024772.txt	1125.0	I: Jedi	Stackpole	Michael A.	A_04245		New York	Bantam Books	1998	k	American	SCI	c			24772	1998
uc2.ark+=13960=t9862ds8q	uc2.ark+=13960=t9862ds8q.txt		Historical tales	Morris	['Charles']					1904	hathi_fulltext						uc2.ark+=13960=t9862ds8q	1904
mdp.39015006998861	mdp.39015006998861.txt		The monkey-puzzle	Beresford	['J', 'D', 'John', 'Davys']					1925	extracted_features						mdp.39015006998861	1925
mdp.49015000565706	mdp.49015000565706.txt		Dandelion wine : a novel	Bradbury	['Ray']					1957	extracted_features						mdp.49015000565706	1957
10209	00010209.txt	23.0	The prodigal village	Bacheller	Irving	A_00117		New York	Grosset & Dunlap	1923	k	American					10209	1923
uc1.b3776889	uc1.b3776889.txt		The time of the hero / $f: translated by Lysander Kemp	Vargas	['Llosa', 'Mario']					1966	extracted_features						uc1.b3776889	1966
23894	00023894.txt	445.0	Winter palace	Bunn	T. Davis	A_00470		Minneapolis	Bethany House Publishers	1993	k	American		c			23894	1993
24319	00024319.txt	911.0	The love song of J. Edgar Hoover	Friedman	Kinky	A_01262		New York	Simon & Schuster	1996	k	American		c			24319	1996
11101	00011101.txt	111.0	Farewell My Lovely	Chandler	Raymond	A_00607		New York	Alfred A. Knopf	1940	k	American	DET	c			11101	1940
24062	00024062.txt	1917.0	Lord of chaos	Jordan	Robert	A_04025		New York	TOR	1994	k	American		c			24062	1994
20093	00020093.txt	95.0	They buried a man	Davis	Mildred B	A_00871		New York	Simon & Schuster	1953	k	American		c			20093	1953
11308	00011308.txt	461.0	Rogue Herries	Walpole	Hugh	A_03503		Garden City/N.Y.	George H. Doran Co.	1930	k	British				YES	11308	1930
mdp.39015005235406	mdp.39015005235406.txt		Folktales of China	Eberhard	['Wolfram']					1937	extracted_features						mdp.39015005235406	1937
20587	00020587.txt	540.0	Farnham's freehold	Heinlein	Robert A.	A_01615		New York	Putnam	1964	k	American	SCI	c			20587	1964
nyp.33433018442008	nyp.33433018442008.txt		In Cupid's chains, or, A slave for life	Garvice	['Charles']					1893	hathi_fulltext						nyp.33433018442008	1893
2210	00002210.txt	62.0	The romance of an old fool	Field	Roswell Martin	A_01159			Evanston : William S. Lord	1902	g	American					2210	1902
4001	00004001.txt	159.0	Just David	Porter	Eleanor H.	A_02774		Boston/New York	Houghton Mifflin Co.	1916	g	American				YES	4001	1916
uc1.b3331961	uc1.b3331961.txt		How and why stories	Branner	['John', 'Casper']					1921	hathi_fulltext						uc1.b3331961	1921
20040	00020040.txt	577.0	The Caine mutiny	Wouk	Herman	A_03717		Garden City/N.Y.	"""Doubleday, Page & Co."""	1951	k	American		c		YES	20040	1951
4521	00004521.txt	224.0	Seeing things at night	Broun	Heywood	A_00414		New York	"""Harcourt, Brace & Co."""	1921	g	American					4521	1921
inu.32000001174004	inu.32000001174004.txt		A buyer's market, a novel	Powell	['Anthony']					1952	extracted_features						inu.32000001174004	1952
22827	00022827.txt	566.0	The beginner's book of dreams	Benedict	Elizabeth	A_00247		New York	Alfred A. Knopf	1988	k	American		c			22827	1988
uc2.ark+=13960=t7np1xs3t	uc2.ark+=13960=t7np1xs3t.txt		The strike of a sex;	Miller	['George', 'Noyes']					1891	hathi_fulltext						uc2.ark+=13960=t7np1xs3t	1891
22284	00022284.txt	481.0	Scumbler	Wharton	William	A_03584		New York	Alfred A. Knopf	1984	k	American		c			22284	1984
mdp.39015014453529	mdp.39015014453529.txt		Anything can happen	Newhouse	['Edward']					1941	extracted_features						mdp.39015014453529	1941
23357	00023357.txt	839.0	To dance with the white dog	Kay	Terry	A_01865		Atlanta	Peachtree Publishers	1990	k	American		c			23357	1990
4029	00004029.txt	89.0	The Leopard Woman	White	Stewart Edward	A_03604		Garden City/New York	"""Doubleday, Page & Co."""	1916	g	American					4029	1916
24226	00024226.txt	681.0	Trinity fields	Morrow	Bradford	A_04137		New York	Viking	1995	k	American		c			24226	1995
uc1.$b244217	uc1.$b244217.txt		The quare women; a story of the Kentucky mountains	Furman	['Lucy', 'S']					1923	extracted_features						uc1.$b244217	1923
20741	00020741.txt	1212.0	The arrangement	Kazan	Elia	A_01868		New York	Stein & Day	1967	k	American		c		YES	20741	1967
20456	00020456.txt	125.0	A walk with love and death	Koning	Hans	A_01947		New York	Simon & Schuster	1961	k	American		c			20456	1961
10489	00010489.txt	131.0	The old Ashburn place	Flint	Margaret	A_01195		New York	"""Dodd, Mead & Co."""	1936	k	American					10489	1936
uc2.ark+=13960=t3cz32x93	uc2.ark+=13960=t3cz32x93.txt		Pointing the way	Griggs	['Sutton', 'E', 'Sutton', 'Elbert']					1908	hathi_fulltext						uc2.ark+=13960=t3cz32x93	1908
uc1.b3688277	uc1.b3688277.txt		The sleep of Baby Filbertson, and other stories	Herlihy	['James', 'Leo']					1959	extracted_features						uc1.b3688277	1959
3456	00003456.txt	85.0	The man in lonely land	Bosher	Kate Langley	A_00336		New York	Harper & Bros.	1912	g	American					3456	1912
25832	00025832.txt	784.0	The red heart	Thom	James Alexander	A_03359		New York	Ballantine Books	1997	k	American		c			25832	1997
25834	00025834.txt	571.0	Crash course	Trocheck	Kathy Hogan	A_04632		New York	Harper & Bros.	1997	k	American		c			25834	1997
4414	00004414.txt	58.0	The certain hour	Cabell	James Branch	A_00511		New York	R.M. McBride & Co.	1920	g	American					4414	1920
21565	00021565.txt	857.0	Street of the five moons	Mertz	Barbara	A_02380	2.0	New York	"""Dodd, Meade"""	1978	k	American		c			21565	1978
11404	00011404.txt	72.0	Murder at Monte Carlo	Oppenheim	E. Phillips	A_02612		Boston	"""Little, Brown, & Co."""	1933	k	British		c			11404	1933
22040	00022040.txt	796.0	Exit Lady Masham	Auchincloss	Louis	A_00104		Boston	Houghton Mifflin Co.	1983	k	American		c			22040	1983
11096	00011096.txt	2022.0	Nineteen eighty-four	Orwell	George	A_02616		New York	"""Harcourt, Brace & Co."""	1949	k	British		c			11096	1949
21868	00021868.txt	791.0	The men's club	Michaels	Leonard	A_02390		New York	Farrar Straus Giroux	1981	k	American		c			21868	1981
10901	00010901.txt	68.0	The song of the flea	Kersh	Gerald	A_01897		Garden City/N.Y.	"""Doubleday, Page & Co."""	1948	k	American		c			10901	1948
22395	00022395.txt	470.0	The legend of the slain soldiers	Muller	Marcia	A_02501		New York	Walker & Co.	1985	k	American		c			22395	1985
2987	00002987.txt	258.0	The trail of the lonesome pine	Fox	John	A_01235		New York	Grosset & Dunlap	1908	g	American				YES	2987	1908
uc2.ark+=13960=fk0vq2s693	uc2.ark+=13960=fk0vq2s693.txt		Tennessee's partner	Harte	['Bret']					1902	hathi_fulltext						uc2.ark+=13960=fk0vq2s693	1902
20454	00020454.txt	1637.0	Stranger in a strange land	Heinlein	Robert A.	A_01615		New York	Putnam	1961	k	American	SCI	c			20454	1961
11799	00011799.txt	55.0	The moving toyshop	Montgomery	Robert Bruce	A_02449	1.0	New York/Philadelphia	J.B. Lippincott Co.	1946	k	British		c			11799	1946
mdp.39015064534905	mdp.39015064534905.txt		The days of the king	Frank	['Bruno']					1927	extracted_features						mdp.39015064534905	1927
20618	00020618.txt	695.0	In the heat of the night	Ball	John Dudley	A_00141		New York	Harper & Bros.	1965	k	American		c			20618	1965
20133	00020133.txt	193.0	Step to the stars	Del Rey	Lester	A_00902		Philadelphia	Winston	1954	k	American		c			20133	1954
20633	00020633.txt	977.0	The rabbi	Gordon	Noah	A_01410		New York	McGraw-Hill	1965	k	American		c			20633	1965
nyp.33433082531025	nyp.33433082531025.txt		The river fugitives	Ellis	['Edward', 'Sylvester']					1893	hathi_fulltext						nyp.33433082531025	1893
mdp.39015073483664	mdp.39015073483664.txt		A knight of the White cross; a tale of the siege of Rhodes	Henty	['G', 'A', 'George', 'Alfred']					1895	hathi_fulltext						mdp.39015073483664	1895
20731	00020731.txt	209.0	The seasons of heroes	Davis	Paxton	A_00874		New York	Morrow	1967	k	American		c			20731	1967
24885	00024885.txt	1954.0	Gravity	Gerritsen	Tess	A_03949		New York	Pocket Books	1999	k	American		c			24885	1999
10140	00010140.txt	15.0	Life and Gabriella	Glasgow	Ellen Anderson Gholson	A_01372		New York	Charles Scribner's Sons	1938	g	American					10140	1938
uc2.ark+=13960=t14m9d68f	uc2.ark+=13960=t14m9d68f.txt		With the banks at her mercy;	Donnison	['A']					1908	hathi_fulltext						uc2.ark+=13960=t14m9d68f	1908
11824	00011824.txt	15.0	Common sense is all you need	Stewart	Alfred Walter	A_03264	1.0	London	Hodder & Stoughton	1947	k	British		c			11824	1947
21213	00021213.txt	532.0	Snowbound	Pronzini	Bill	A_02816		New York	Putnam	1974	k	American		c			21213	1974
mdp.39015059405442	mdp.39015059405442.txt		We never die	Karaka	['D', 'F', 'Dosoo', 'Framjee']					1944	extracted_features						mdp.39015059405442	1944
nyp.33433082303250	nyp.33433082303250.txt		The camp fire girls on the open road; or, Glorify work	Frey	['Hildegarde', 'Gertrude']					1918	hathi_fulltext						nyp.33433082303250	1918
mdp.39015005534220	mdp.39015005534220.txt		Aesop's Fables: together with the Life of Aesop	Aesop						1897	hathi_fulltext						mdp.39015005534220	1897
10820	00010820.txt	409.0	The member of the wedding	McCullers	Carson	A_02319		Boston	Houghton Mifflin Co.	1946	k	American	MOD	c			10820	1946
22352	00022352.txt	1377.0	The deer leap	Grimes	Martha	A_01468		Boston	"""Little, Brown"""	1985	k	American		c			22352	1985
uc1.b3569218	uc1.b3569218.txt		The waters of Caney Fork a romance of Tennessee	Read	['Opie', 'Percival']					1898	hathi_fulltext						uc1.b3569218	1898
3040	00003040.txt	53.0	Wyoming	Raine	William MacLeod	A_02842		New York	Grosset & Dunlap	1908	g	American					3040	1908
uc1.32106006161563	uc1.32106006161563.txt		Nigger heaven	Van	['Vechten', 'Carl']					1926	extracted_features						uc1.32106006161563	1926
uc1.$b299634	uc1.$b299634.txt		Country Club people	Banning	['Margaret', 'Culkin']					1923	extracted_features						uc1.$b299634	1923
21222	00021222.txt	1439.0	Dog soldiers	Stone	Robert	A_03279		Boston	Houghton Mifflin Co.	1974	k	American	POMO	c			21222	1974
21184	00021184.txt	508.0	Faith and the good thing	Johnson	Charles	A_01812		New York	Viking Press	1974	k	American		c			21184	1974
10522	00010522.txt	128.0	The old bunch	Levin	Meyer	A_02054		New York	Viking Press	1937	k	American					10522	1937
uc2.ark+=13960=t0ms3p48c	uc2.ark+=13960=t0ms3p48c.txt		Beside the red mountain	DeGruch	['Kingston']					1909	hathi_fulltext						uc2.ark+=13960=t0ms3p48c	1909
3716	00003716.txt	26.0	Once to every man	Evans	Larry	A_01104		New York	H.K. Fly Co.	1914	g	American					3716	1914
4564	00004564.txt	97.0	To the last man	Grey	Zane	A_01462		N.Y./Roslyn	Walter J. Blackalter J. Black	1921	g	American				YES	4564	1921
