doi	journal	year	authors	title	language	wordcount	doctype	citation_counts	S2titles	S2years	condition	matchstrength	S2journal	S2authors	new_cite_count	make_embeddings	paperId
10.2307/3733390	The Modern Language Review	1997	['Seán Allan']	"""Der Herr aber, dessen Leib du begehrst, vergab seinem Feind"": The Problem of Revenge in Kleist's ""Michael Kohlhaas"""	['eng']	8577	article | research-article	3	'Der Herr aber, dessen Leib du begehrst, vergab seinem feind.' The problem of revenge in Kleist’s Michael Kohlhaas	1997-07-01	already found	0.0			3	1	5d7cabd07a395ef97f2c3068848e406e5b39968c
10.2307/462880	PMLA	1992	['Jeffrey Williams', 'Phyllis Lassner', 'Karen Alkalay-Gut', 'Chanita Goodblatt', 'Bruce Robbins']	Narrative and Vocation	['eng']	3087	article | research-article	0	Narrative and Vocation	1992	found	1.08	PMLA/Publications of the Modern Language Association of America	P. Lassner : K. Alkalay-Gut : C. Goodblatt	0	1	d342b6ab11124de7429b09077e8cf490fde84ead
10.2307/3732550	The Modern Language Review	1991	['Malcolm Edwards']	Review Article	['eng']	1240	article | book-review	34	Translation and the Nature of Philosophy : A New Theory of Words		not citable	0.0			34	1	f137580f81db57ed592aee6b5cee8bb79c3a524b
10.2307/3733623	The Modern Language Review	1998	['Federica G. Pedriali']	"""Più per paura che per gioco?"": Three Textual Explorations of Calvino's ""Il sentiero dei nidi di ragno"""	['eng']	7738	article | research-article	0	'Piu per Paura Che per Gioco?' Three Textual Explorations of Calvino's 'Il Sentiero Dei Nidi Di Ragno.'	1998	found	0.92	Modern Language Review	Federica G. Pedriali	0	1	5a5853ea5b9b82db1c489dc9b1918d2e9c360411
10.2307/462658	PMLA	1991	['Carl Freedman', 'Christopher Kendrick']	Forms of Labor in Dashiell Hammett's Red Harvest	['eng']	9920	article | research-article	11	Forms of Labor in Dashiell Hammett's Red Harvest	1991-03-01	already found	0.0			11	1	80471cebf1000cf374562cf3cb158aef9d08399b
10.2307/3732850	The Modern Language Review	1990	['David Coward']	Review Article	['eng']	588	article | book-review	2	Intimate, Intrusive and Triumphant: Readers in the 'Liaisons dangereuses'		not citable	0.0			2	1	1a264be3d4427e956770254444755032470cce10
10.2307/20057351	New Literary History	1996	['Joyce Carol Oates']	"The Madness of Art: Henry James's ""The Middle Years"""	['eng']	1491	article | research-article	0	"The Madness of Art: Henry James's ""The Middle Years"""	1996	found	1.12	New Literary History	J. C. Oates	4	1	c01ff0b78738bc64cc8598e5150b9c20663687f1
10.2307/3734859	The Modern Language Review	1997	['Rosalind Brown-Grant']	Review Article	['eng']	1895	article | book-review	0	Christine de Pizan: A Bibliographical Guide. Supplement I@@@The Book of the Body Politic@@@Le livre du duc des vrais amans	1997-04-01	not citable	0.0			0	1	30f0a2d9ff470f0760a991b7c0cb474046b2f443
10.2307/1343852	Critical Inquiry	1994	['Johann Baptist Metz', 'J. Matthew Ashley']	Suffering Unto God	['eng']	5435	article | research-article	0	Suffering Unto God	1994	found	1.12	Critical Inquiry	J. Metz : J. Ashley	16	1	3bb7638b1ecf9debeb230ef704bd5ef59d0ef373
10.2307/3733045	The Modern Language Review	1992	['W. E. Yates']	Review Article	['eng']	1209	article | book-review	0	Friedrich Kaiser: Gesamtprimarbibliographie seiner dramatischen Produktion zwischen 1835-1874 (Nachlass 1875)	1992-07-01	not citable	0.0			0	1	244e58e807f8728f015fe68197fd41491f1e7976
10.2307/1344169	Critical Inquiry	1998	['Lauren Berlant']	Intimacy: A Special Issue	['eng']	3864	article | misc	0	Intimacy: A Special Issue	1998	found	1.12	Critical Inquiry	Lauren Berlant	570	1	b175f17cf4fd039faac1e840306670501f53b482
10.2307/3734912	The Modern Language Review	1997	['Anthony Grenville']	Review Article	['eng']	1214	article | book-review	2	Carl Zuckmayer Criticism: Tracing Endangered Fame	1995-08-13	not citable	0.0			2	1	3b4c2a10972f65cd2ed6295048a447c234436010
10.2307/3732155	The Modern Language Review	1991	['Angelo Piero Cappello']	Review Article	['eng']	1934	article | book-review	0	La morte del Re Carnivale		not citable	0.0			0	1	e335afbfb78c90f1e07e7a40e15e6d22380ef0fe
10.2307/3735029	The Modern Language Review	1996	['Philip Edwards']	Review Article	['eng']	1264	article | book-review	166	Shakespeare and the Geography of Difference	1994-06-24	not citable	0.0			166	1	60423067a15647db4d5e2be21d05abbd507144cc
10.2307/3732962	The Modern Language Review	1992	['Paul Alkon']	Review Article	['eng']	1186	article | book-review	10	Sensibility In Transformation: Creative Resistance to Sentiment from the Augustans to the Romantics: Essays in Honor of Jean H. Hagstrum	1990-03-01	not citable	0.0			10	1	5fe7fd32f44a9eed38dadb860df8e7677879007c
10.2307/462739	PMLA	1990	['Robert E. Fleming', 'R. Baxter Miller', 'Henry Louis Gates, Jr.']	African and African American Literature	['eng']	2695	article | research-article	1	African and African American Literature	1990-10-01	already found	0.0			1	1	4c4b311ad855d561c8cf9a813ba1c1b8b05a67e4
10.2307/3731459	The Modern Language Review	1992	['John Lucas']	Review Article	['eng']	1892	article | book-review	0	George Crabbe's Poetry on Borderland	1992-10-01	not citable	0.0			0	1	819b7d1e6c8dd32a69075d56d9126bf03a97f404
10.2307/3734376	The Modern Language Review	1995	['Leslie Hill']	Review Article	['eng']	1219	article | book-review	2	Duras: Le Ravissement de Lol V. Stein and L'Amant	1993-12-31	not citable	0.0			2	1	c77fcc9dead8b88142b8c2b323179dcfa6e697ad
10.2307/3733655	The Modern Language Review	1998	['Anthea Hume']	Review Article	['eng']	1138	article | book-review	3	Cultural Semiotics, Spenser, and the Captive Woman	1995-06-01	not citable	0.0			3	1	b32c8458e40d029a6f34c0bbed26ceb7d8aad045
10.2307/3734119	The Modern Language Review	1996	['Regina Janes']	Review Article	['eng']	1161	article | book-review	113	Truth, Fiction, and Literature: A Philosophical Perspective	1996-07-01	not citable	0.0			113	1	619538d56d524efbe8cd7af8da5dbf2fed3d2631
10.2307/2873460	ELH	1991	['Eric Meyer']	"""I Know Thee not, I Loathe Thy Race"": Romantic Orientalism in the Eye of the Other"	['eng']	18805	article | research-article	21	"""I Know Thee not, I Loathe Thy Race"": Romantic Orientalism in the Eye of the Other"		already found	0.0			21	1	09ee4c94b152355381c9b10f9c3dcebfe3bc4273
10.2307/3731852	The Modern Language Review	1990	"[""John O'Brien""]"	Review Article	['eng']	1272	article | book-review	1	Le Vocabulaire et la societe du XVIe siecle	1990-04-01	not citable	0.0			1	1	fc9f8445dd534760576c4189572f6841af600a90
10.2307/3734120	The Modern Language Review	1996	['Francis Cornish']	Review Article	['eng']	1167	article | book-review	4	Discourse Variety in Contemporary French: Descriptive and Pedagogical Approaches	1996-07-01	not citable	0.0			4	1	48ea0bc31cb40fafa2892c7e89a96db89dadf53a
10.2307/20057454	New Literary History	1997	['Stefano Franchi']	Palomar, the Triviality of Modernity, and the Doctrine of the Void	['eng']	10833	article | research-article	0	Palomar, the Triviality of Modernity, and the Doctrine of the Void	1997	found	1.12	New Literary History	S. Franchi	2	1	affa6be37851683adf16d8a1cf7ccb237e09706b
10.2307/3732878	The Modern Language Review	1990	['Brian Powell']	Review Article	['eng']	1251	article | book-review	2	Vida rimada de Fernan Gonzalez		not citable	0.0			2	1	2436c427ce2c17b1afc9c7e108203c2029c08f25
10.2307/3735018	The Modern Language Review	1996	['Philip Cooke']	"The Red and the Blue: The Depiction of the Italian Partisan Resistance in Fenoglio's ""Il partigiano Johnny"""	['eng']	10678	article | research-article	1	The red and the blue - the depiction of the italian partisan resistance in fenoglio il 'partigiano johnny'	1996-04-01	already found	0.0			1	1	7c7c19c8ee8cc6443f62fe74cad433a172e43430
10.2307/518785	The Review of English Studies	1991	['Susan C. Shapiro']	The Mannish New Woman Punch and Its Precursors	['eng']	5342	article | research-article	0	THE MANNISH NEW WOMAN PUNCH AND ITS PRECURSORS	1991	found	1.12	The Review of English Studies	Susan C. Shapiro	14	1	467071e585a4e0bfae5822237580b8b595a3c1e0
10.2307/3732301	The Modern Language Review	1990	['Eve Mason']	Review Article	['eng']	1239	article | book-review	2	Aufklarung und Mittelalter: Bodmer, Gottsched und die mittelalterliche deutsche Literatur	1990-07-01	not citable	0.0			2	1	efeac18544fd23592d682b317952bffd90d1e9f0
10.2307/3733739	The Modern Language Review	1998	['W. E. Yates']	Review Article	['eng']	1826	article | book-review	0	Arthur Schnitzler: Tagebuch 1923-1926		not citable	0.0			0	1	6aabe0eab71bf05798a0cdf6fc3f14e0a9529546
10.2307/3734403	The Modern Language Review	1995	['Osman Durrani']	Review Article	['eng']	1856	article | book-review	2	Der historische Roman@@@Der historische Roman der Gegenwart in der Bundesrepublik Deutschland: Asthetische Konzeption und Wirkungsintention	1995-07-01	not citable	0.0			2	1	b3c0853cd2c93e20718749e9ad38142886c4a272
10.2307/3734532	The Modern Language Review	1993	['Stephen Hutchings']	Review Article	['eng']	1821	article | book-review	0	The Short Story in Russia 1900-1917	1993-10-01	not citable	0.0			0	1	13f6d229a1f75516b7e8411cc7761fb881e2b9f4
10.2307/3734847	The Modern Language Review	1997	['Andrew Hadfield']	Review Article	['eng']	1178	article | book-review	48	Transforming Desire: Erotic Knowledge in Books III and IV of 'The Faerie Queene'	1995-03-07	not citable	0.0			48	1	11c7a81c4cb29774275c30a4bd3ebb400bf489e5
10.2307/3735313	The Modern Language Review	1994	['Mairi Maclean']	Review Article	['eng']	1254	article | book-review	0	Tournier: 'La Goutte d'or'@@@Michel Tournier's Metaphysical Fictions	1994-04-01	not citable	0.0			0	1	dc06aa1e8638d1c8c39c4a54cd3bcaa8680c00a0
10.2307/30030149	ELH	1997	['Ambreen Hai']	On Truth and Lie in a Colonial Sense: Kipling's Tales of Tale-Telling	['eng']	11884	article | research-article	0	On Truth and Lie in a Colonial Sense: Kipling's Tales of Tale- telling	1997	found	1.12	ELH	Ambreen Hai	6	1	ea71d862fba94673f20c62c2f5dcb34c170d5ca5
10.2307/3737212	The Modern Language Review	1999	['Brian Keith-Smith']	Review Article	['eng']	1180	article | book-review	2	Thomas Theodor Heine : Fin-de-Siècle Munich and the origins of Simplicissimus	1999-04-01	not citable	0.0			2	1	44f95806bbe8ef94928092e076428a54c2378344
10.2307/30032080	ELH	1999	['Nicholas Daly']	Railway Novels: Sensation Fiction and the Modernization of the Senses	['eng']	13104	article | research-article	0	Railway Novels: Sensation Fiction and the Modernization of the Senses	1999	found	1.12	ELH	Nicholas Daly	43	1	aaeb945ab1da246f03ed0608ee2c87e9c177494e
10.2307/3735333	The Modern Language Review	1994	['H. M. Brown']	Review Article	['eng']	1200	article | book-review	0	Kleist's Aristocratic Heritage and 'Das Kathchen von Heilbronn'	1994-04-01	not citable	0.0			0	1	0b7d23822486f181c58700d37fbdb5584d0801f2
10.2307/3733721	The Modern Language Review	1998	['Carol Tully']	Review Article	['eng']	564	article | book-review	3	Anselm Turmeda: Eine Studie zur interkulturellen Literatur		not citable	0.0			3	1	d2300f72a2931f9cc45d0a27d46edae5eb715585
10.2307/20057415	New Literary History	1997	['Jeffrey Jerome Cohen']	Masoch / Lancelotism	['eng']	13587	article | research-article	0	Masoch / Lancelotism	1997	found	1.12	New Literary History	J. Cohen	2	1	890ab1a7d76cdb9ca41ca281270ab27cd69c9c12
10.2307/3732992	The Modern Language Review	1992	['Stephen Rawles']	Review Article	['eng']	583	article | book-review	4	Before Copyright: The French Book-Privilege System, 1498-1526	1992-07-01	not citable	0.0			4	1	aeb8df37481865e865797cb7234d777531df0478
10.2307/3734148	The Modern Language Review	1996	['Alison Smith']	Review Article	['eng']	1210	article | book-review	0	La Cavale: Memoire d'Albertine	1996-07-01	not citable	0.0			0	1	4562d8815da7ee016350595fd5ba09a9efe965b5
10.2307/3730626	The Modern Language Review	1991	['Nicholas G. Round']	Review Article	['eng']	1299	article | book-review	3	Marques de Santillana: Prohemios y cartas literarias	1991-04-01	not citable	0.0			3	1	35fbde4f7e3f42b620f91ef58a6c0411c288bb1a
10.2307/518944	The Review of English Studies	1998	['Susan Jones']	'Stepping out of the Narrow Frame': Conrad's Suspense and the Novel of Sensation	['eng']	8165	article | research-article	0	‘STEPPING OUT OF THE NARROW FRAME’ CONRAD'S SUSPENSE AND THE NOVEL OF SENSATION	1998	found	1.06	The Review of English Studies	Susan E. Jones	5	1	ed27f01e0a04dc18a894de87674d9f278981fdfe
10.2307/20057322	New Literary History	1995	['Bertrand Gervais']	Reading Tensions: Of Sterne, Klee, and the Secret Police	['eng']	14388	article | research-article	0	Reading Tensions: Of Sterne, Klee, and the Secret Police	1995	found	1.12	New Literary History	Bertrand Gervais	2	1	b2e6a2ae8fc22ebd9dc8b3c8a4ee275358791e2d
10.2307/3733068	The Modern Language Review	1995	['Geoffrey Sweet']	"""Historismus"" and Experimental Philosophy"	['eng']	5966	article | research-article	0	"""Historismus"" and Experimental Philosophy"	1995	found	1.0	no journal listed	G. Sweet	0	1	a3fd3b600c87544e61c2800930c2fcf082ad3d86
10.2307/20057380	New Literary History	1996	['Anne-Emmanuelle Berger', 'Rachel Gabara']	The Latest Word from Echo	['eng']	10364	article | research-article	0	The Latest Word from Echo	1996	found	1.07	New Literary History	A. Berger	25	1	d3982a9370fd6364da4ec2fee681a3b5baabc548
10.2307/3734828	The Modern Language Review	1997	['Joe Carter']	Review Article	['eng']	1201	article | book-review	70	The Reader's Eye: Visual Imaging as Reader Response	1994-12-01	not citable	0.0			70	1	747e5d811b0f0dad080c18e3f5c5f9baf237e585
10.2307/3732266	The Modern Language Review	1990	['David H. Walker']	Review Article	['eng']	1283	article | book-review	0	Francois Mauriac et Jacques Riviere: Correspondance 1911-1925	1990-07-01	not citable	0.0			0	1	a7e170277c7562b792cb9f1fca416ecc91185d8a
10.2307/3732759	The Modern Language Review	1990	['D. H. Green']	Review Article	['eng']	1880	article | book-review	5	Die Aufnahme und Verarbeitung des Alanus ab Insulis in mittelhochdeutschen Dichtungen. Untersuchungen zu Thomasin von Zerkloere, Gottfried von Strassburg, Frauenlob, Heinrich von Neustadt, Heinrich von St. Gallen, Heinrich von Mugeln und Johannes von Tepl	1990-10-01	not citable	0.0			5	1	a6578fd28612208a7263b63c23e3023efb69410f
10.2307/20057488	New Literary History	1998	['Xudong Zhang', 'Fredric Jameson']	Marxism and the Historicity of Theory: An Interview with Fredric Jameson	['eng']	14409	article | research-article	0	Marxism and the Historicity of Theory: An Interview with Fredric Jameson	1998	found	1.07	New Literary History	H. Chang : Hsu-tung Fredric Jameson	12	1	a5c87a9cda97ae32e5d09fc207e538c0fa0ba892
10.2307/3734845	The Modern Language Review	1997	['Constance Jordan']	Review Article	['eng']	1240	article | book-review	1	Gender and Authority in Sixteenth-Century England: The Knox Debate	1997-04-01	not citable	0.0			1	1	e420c0f90da8145dc8ade9b8182ef01cf757b5f4
10.2307/3735482	The Modern Language Review	1998	['Arnold McMillin']	Review Article	['eng']	1860	article | book-review	0	Figures of War and Fields of Honour: Isaak Babel's 'Red Cavalry'	1998-04-01	not citable	0.0			0	1	23f8c31460fbec1c5c819379a193b78d5dc7f87b
10.2307/3731064	The Modern Language Review	1991	['Elizabeth Woodrough']	Review Article	['eng']	1928	article | book-review	0	Mme de Lafayette: La romanciere aux cent bras@@@Romans et Nouvelles	1991-07-01	not citable	0.0			0	1	b625d0f3cb47437e846128cf4ee02c80d21d0ee2
10.2307/3736085	The Modern Language Review	1999	['Hans Reiss']	Review Article	['eng']	555	article | book-review	1	Quellenbibliographie zur Rhetorik, Homiletik und Epistolographie des 18. Jahrhunderts im deutschsprachigen Raum		not citable	0.0			1	1	1746a8bcbde0769a58818e5577f0afc2bacd08f2
10.2307/3735011	The Modern Language Review	1996	['Robert Crawshaw']	The Boundaries of Style and Stylistics: Beyond the Form/Content Debate	['eng']	4810	article | research-article	5	The boundaries of style and stylistics : Beyond the form/content debate	1996-04-01	already found	0.0			5	1	78ec73162c824e7350141fc542f91b8765d72fda
10.2307/3734827	The Modern Language Review	1997	['Thomas Docherty']	Review Article	['eng']	1217	article | book-review	0	After Derrida@@@Derrida and Autobiography	1997-04-01	not citable	0.0			0	1	7522c0256e8f37a89243e403bc20a810a0c383c7
10.2307/3731845	The Modern Language Review	1990	['Robyn Marsack']	Review Article	['eng']	1189	article | book-review	13	Instabilities in contemporary British poetry		not citable	0.0			13	1	fe0937d3d90bced738482375436d1b5653db9472
10.2307/3734622	The Modern Language Review	1995	['John Took']	Review Article	['eng']	1241	article | book-review	0	Leopardi e il pensiero moderno	1995-04-01	not citable	0.0			0	1	9c5ec79c4cfa566d5788247c8577ad44a289582a
10.2307/463055	PMLA	1997	['Lawrence Buell']	Teaching English in American Universities-1895	['eng']	5069	article | research-article	0	Teaching English in American Universities—1895	1997	found	1.09826086956522	PMLA/Publications of the Modern Language Association of America	Lawrence I. Buell	0	1	1a89273ab450fbe89450750d9fb816f1c2ca3f55
10.2307/3732819	The Modern Language Review	1990	['Malcolm Kelsall']	Review Article	['eng']	1253	article | book-review	1	The Enduring Legacy: Alexander Pope Tercentenary Essays		not citable	0.0			1	1	568b7a6960630e6a5c3091338be7b678664abf9a
10.2307/3734309	The Modern Language Review	1997	['Peter Mayo']	Review Article	['eng']	760	article | book-review	0	Occasional Papers in Belarusian Studies, I, 1995	1997-10-01	not citable	0.0			0	1	1aeb4977f6a5910e478f916d78952feba4e852ef
10.2307/469266	New Literary History	1993	['Ihab Hassan']	Confessions of a Reluctant Critic or, the Resistance to Literature	['eng']	6009	article | research-article	2	Confessions of a Reluctant Critic or, the Resistance to Literature	1993-01-24	already found	0.0			2	1	3228db3dfa9ec73c7bed6150596c35dab4875719
10.2307/3734995	The Modern Language Review	1993	['Derek Harris']	Review Article	['eng']	594	article | book-review	0	Garcia Lorca: La zapatera prodigiosa	1991-12-31	not citable	0.0			0	1	1ddadd0c2ebcc05c1756273701296d3da5c41e04
10.2307/3733538	The Modern Language Review	1996	['Franklin J. Hildy']	Review Article	['eng']	1133	article | book-review	6	Shakespeare and Cultural Traditions: The Selected Proceedings of the International Shakespeare Association World Congress, Tokyo, 1991	1994-07-01	not citable	0.0			6	1	0aeb7d9f63b053d133e514efbeb3a723f5c16b01
10.2307/3732597	The Modern Language Review	1991	['Ruth E. Harvey']	Review Article	['eng']	1192	article | book-review	0	Le 'Breviari d'Amor'. Volume II	1991-10-01	not citable	0.0			0	1	8717381c6aedac6a19749da6a8e82cc1d059cc02
10.2307/3735163	The Modern Language Review	1994	['Aidan Coveney']	Review Article	['eng']	1151	article | book-review	25	Lectures interactives en langue etrangere	1994-07-01	not citable	0.0			25	1	2c95c403b568bbac9475160450b5e1c40dd00470
10.2307/3730826	The Modern Language Review	1993	['Lionel Kelly']	Review Article	['eng']	1897	article | book-review	0	New Critical Approaches to the Short Stories of Ernest Hemingway@@@Hemingway's Quarrel with Androgyny		not citable	0.0			0	1	fa599b2c088f834ec1df9c86ac801fd55ae76760
10.2307/3734012	The Modern Language Review	1996	['C. David Benson']	Review Article	['eng']	1844	article | book-review	23	Late-medieval religious texts and their transmission : essays in honour of A.I. Doyle		not citable	0.0			23	1	7090227ca21213c6b50bf04eba3035480882da30
10.2307/3734428	The Modern Language Review	1993	['Robert David Aguirre']	Review Article	['eng']	1841	article | book-review	0	Modernism and the European Unconscious@@@Literary Theory Today	1993-10-01	not citable	0.0			0	1	82e7c61d581a36dfb981c0ab5b356743f79ec694
10.2307/20057302	New Literary History	1995	['Norman F. Ramsey']	Science Teaching and Research in Universities	['eng']	3624	article | research-article	0	Science Teaching and Research in Universities	1995	found	1.12	New Literary History	N. Ramsey	0	1	9546f5bb8aca9e832c8d8dec34545041ebcee543
10.2307/462565	PMLA	1990	['Ellen Spolsky', 'Patrick D. Murphy', 'R. Lane Kauffmann', 'Roger Seamon']	Poetics against Itself	['eng']	3178	article | research-article	0	Poetics against Itself	1990	found	1.045	PMLA/Publications of the Modern Language Association of America	R. Kauffmann	0	1	fb9260f0cd6d3b40baa8ae0572801a7f430ffaf7
10.2307/3731127	The Modern Language Review	1991	['Alexander Stillmark']	Review Article	['eng']	1868	article | book-review	2	"Gesellschaftliche und private Interaktionen : Dialoganalysen zu Hofmannsthals ""Der Schwierige"" und Schnitzlers ""Das weite Land"""	1991-07-01	not citable	0.0			2	1	e20a37f52546ee44f88bd836fccc4fea5c50c9e5
10.2307/3732263	The Modern Language Review	1990	['William Bennett']	Review Article	['eng']	1269	article | book-review	111	Language, Saussure and Wittgenstein: How to Play Games with Words	1990-07-01	not citable	0.0			111	1	a66a7a0904b0be654c9014fe32e1d86dab009ac5
10.2307/3733487	The Modern Language Review	1997	['Hans Reiss']	Review Article	['eng']	1905	article | book-review	0	Goethe : Wissen und Entsagen - aus Kunst	1997-07-01	not citable	0.0			0	1	d4a9ae0f2bcd7475eb068d14832f3b2894cbca5e
10.2307/3731851	The Modern Language Review	1990	['Roger Middleton']	Review Article	['eng']	1387	article | book-review	0	The Legacy of Chretien de Troyes. Volume I	1990-04-01	not citable	0.0			0	1	188609ae9d02c339322da83a836238f15be50390
10.2307/3736606	The Modern Language Review	1998	['John Margetts']	Review Article	['eng']	2461	article | book-review	1	Nelly Sachs: Neue interpretationen: Mit Briefen und Erlauterungen der Autorin zu ihren Gedichten im Anhang	1998-07-01	not citable	0.0			1	1	7dfd7e996a0a03d31b09e0c4a2b230f7de984a7c
10.2307/3731012	The Modern Language Review	1991	['Kay Richardson']	Review Article	['eng']	1157	article | book-review	13	Pragmatics, Discourse and Text: Some Systemically Inspired Approaches		not citable	0.0			13	1	f4851a3b6d4ef7ee037e9369db8ceb69d8e9d10a
10.2307/3733299	The Modern Language Review	1995	['David Platten']	Review Article	['eng']	1956	article | book-review	6	French and the Enterprise Path: Developing Transferable and Professional Skills		not citable	0.0			6	1	9f60135de812385e5ee78bf1b1c16824687a85e0
10.2307/3737012	The Modern Language Review	1999	['Robert N. Watson']	Review Article	['eng']	1792	article | book-review	123	Issues of Death: Mortality and Identity in English Renaissance Tragedy	1997-07-03	not citable	0.0			123	1	bf23ad35594ff929828df97e434527f62242bfc1
10.2307/3732771	The Modern Language Review	1990	['Margaret C. Ives']	Review Article	['eng']	589	article | book-review	2	The Legends of Gertrud von Le Fort: Text and Audience	1990-10-01	not citable	0.0			2	1	d4919b01506f21f0a3154afc3637b10c96f96110
10.2307/3731078	The Modern Language Review	1991	['Seán Hand']	Review Article	['eng']	617	article | book-review	0	Realism and the Drama of Reference: Strategies of Representation in Balzac, Flaubert and James	1991-07-01	not citable	0.0			0	1	73f901aac12326bd2e60f67341d532c0a1a85298
10.2307/516919	The Review of English Studies	1991	['V. L. Pearl', 'M. L. Pearl']	Richard Corbett's 'Against the Opposing of the Duke in Parliament, 1628' and the Anonymous Rejoinder, 'An Answere to the Same, Lyne for Lyne': The Earliest Dated Manuscript Copies	['eng']	4018	article | research-article	0	RICHARD CORBETT'S ‘AGAINST THE OPPOSING OF THE DUKE IN PARLIAMENT, 1628’ AND THE ANONYMOUS REJOINDER, ‘AN ANSWERE TO THE SAME, LYNE FOR LYNE’: THE EARLIEST DATED MANUSCRIPT COPIES	1991	found	1.1	The Review of English Studies	V. Pearl : M. Pearl	11	1	ce71862fb001ddaef5fc5faed9585a6586960689
10.2307/516274	The Review of English Studies	1990	['Peter J. Lucas']	The Place of Judith in the Beowulf-Manuscript	['eng']	7749	article | research-article	0	THE PLACE OF JUDITH IN THE BEOWULF-MANUSCRIPT	1990	found	1.12	The Review of English Studies	P. J. Lucas	15	1	867a02071154d2260439b2f7b192f30a5b4feece
10.2307/3734231	The Modern Language Review	1997	['William Galperin']	Review Article	['eng']	2425	article | book-review	0	Wordsworthian Errancies: The Poetics of Cultural Dismemberment@@@Wordsworth's Vagrant Muse: Poetry, Poverty and Power	1997-10-01	not citable	0.0			0	1	690473cd6b29fad9d57c00dcd78e832f510e9550
10.2307/20057370	New Literary History	1996	['Philip Smallwood']	The Definition of Criticism	['eng']	4907	article | research-article	0	The Definition of Criticism	1996	found	1.12	New Literary History	P. Smallwood	3	1	0ee3316029e17a4b4fe1319e597610db0c478d3b
10.2307/3733601	The Modern Language Review	1996	['Ricarda Schmidt']	Review Article	['eng']	1741	article | book-review	1	Ich wünschte so gar gelehrt zu werden : drei autobiographien von Frauen des 18. Jahrhunderts : Texte und Erläuterungen	1996-10-01	not citable	0.0			1	1	8afbdd94e445de4d77f6a32da8e61416f84adf6f
10.2307/3733935	The Modern Language Review	1994	['Pascale Dumont']	Review Article	['eng']	1199	article | book-review	1	Reinardus : yearbook of the international reynard society annuaire de la societe internationale renardienne	1994-10-01	not citable	0.0			1	1	39062fc6d37dc7795609544bab01a5a4286f4714
10.2307/3735089	The Modern Language Review	1996	['H. B. Nisbet']	Review Article	['eng']	1848	article | book-review	0	Eine Reise der Aufklärung : Lessing in Italien 1775	1996-04-01	not citable	0.0			0	1	d6e0bc4fa1fb224ed1217c75ed6ce80192e07276
10.2307/3734655	The Modern Language Review	1995	['Raymond Furness']	Review Article	['eng']	571	article | book-review	10	Undertones of Insurrection: Music, Politics and the Social Sphere in the Modern German Narrative	1995-01-23	not citable	0.0			10	1	34073868de522bcd99db363fd5f3e773783aef51
10.2307/20057356	New Literary History	1996	['Helen Petrovsky']	The Path to Gertrude Stein in Contemporary Post-Soviet Culture	['eng']	3414	article | research-article	0	The Path to Gertrude Stein in Contemporary Post-Soviet Culture	1996	found	1.12	New Literary History	Helen Petrovsky	0	1	cb30974d83e4da4b68f36abcc56d6cf5b97098fe
10.2307/469186	New Literary History	1990	['Mary R. Lefkowitz']	Should Women Receive a Separate Education?	['eng']	7904	article | research-article	1	Should Women Receive a Separate Education	1990-01-23	already found	0.0			1	1	8ff4e1511bdfe4ba8a488ec9f475968dececf45c
10.2307/3730751	The Modern Language Review	1992	['Ralph Penny']	Review Article	['eng']	1261	article | book-review	24	Weakening processes in the history of Spanish consonants		not citable	0.0			24	1	52d43ed36d8fdbee79a07810583ca94a4ec2fd4c
10.2307/3735419	The Modern Language Review	1998	['Richard Hobbs']	Review Article	['eng']	1171	article | book-review	0	Correspondance d'Eugene fromentin	1998-04-01	not citable	0.0			0	1	4f58e3028571f9f4618688fbd27c49be5bce1396
10.2307/463391	PMLA	1999	['Victoria L. Smith']	A Story beside(s) Itself: The Language of Loss in Djuna Barnes's Nightwood	['eng']	9828	article | research-article	30	A Story beside(s) Itself: The Language of Loss in Djuna Barnes's Nightwood	1999-03-01	already found	0.0			30	1	4a545b5ade1817cad4c00e5917bff5ca28ee6b64
10.2307/3732780	The Modern Language Review	1990	['Robert Russell']	Review Article	['eng']	1319	article | book-review	1	Zamyatin's 'We': A Collection of Critical Essays	1990-10-01	not citable	0.0			1	1	e455ae66d46edbf2de438cee212f82199154de62
10.2307/3736093	The Modern Language Review	1999	['Ritchie Robertson']	Review Article	['eng']	555	article | book-review	2	Allemands, juifs et tcheques a Prague/Deutsche, Juden und Tschechen in Prag 1890-1924. Actes du colloque international de Montpellier 8-10 decembre 1994		not citable	0.0			2	1	809764cb11b0bfe4b076b079b4f85d3d6f2e930a
10.2307/3734748	The Modern Language Review	1997	['Teresa Bridgeman']	Review Article	['eng']	512	article | book-review	4	Chêne et chien		not citable	0.0			4	1	e85ed39e033fc3021e9113a2d28c861ecd1e209d
10.2307/469440	New Literary History	1994	['Christopher Clausen']	"""National Literatures"" in English: Toward a New Paradigm"	['eng']	5395	article | research-article	11	"""National Literatures"" in English: Toward a New Paradigm"	1994-01-24	already found	0.0			11	1	eac3c27f808ca861da06c645334f1e47e6a78d16
10.2307/463078	PMLA	1994	['John Ernest']	Economies of Identity: Harriet E. Wilson's Our Nig	['eng']	9596	article | research-article	12	Economies of Identity: Harriet E. Wilson's Our Nig	1994-05-01	already found	0.0			12	1	f557381f8d5665523ca0c53fba2d3b3094884127
