doi	journal	year	authors	title	language	wordcount	doctype	citation_counts	S2titles	S2years	condition	matchstrength	S2journal	S2authors	new_cite_count	make_embeddings	paperId
10.2307/457224	PMLA	1925	['J. Leslie Hotson']	Bear Gardens and Bear-Baiting during the Commonwealth	['eng']	5346	article | research-article	5	Bear Gardens And Bear-Baiting During The Commonwealth	1925-06-01	already found	0.0			5	1	0c5d96941e439aab595eff8153dfbf098c236475
10.2307/3714708	The Modern Language Review	1926	['F. C. Green']	"Who was the Author of the ""Lettres Portugaises""?"	['eng']	4303	article | research-article	4	"Who was the Author of the ""Lettres Portugaises""?"	1926-04-01	already found	0.0			4	1	f4f535c8dfb58f7dbb1003fe0a375b70d0033181
10.2307/433172	Modern Philology	1920	['Gustave L. van Roosbroeck']	Corneille's Early Friends and Surroundings	['eng']	8379	article | research-article	0	Corneille's Early Friends and Surroundings	1920	found	1.12	Modern Philology	G. L. Roosbroeck	1	1	7232cab075d570a4ee2e3b7049b5b33960d6449f
10.2307/457580	PMLA	1927	['Raymond Jenkins']	Drayton's Sirena Again	['eng']	3901	article | research-article	0	Drayton's Sirena Again	1927	found	1.12	PMLA/Publications of the Modern Language Association of America	Raymond Jenkins	0	1	8d2244fc7fc23c751b49e7d8aaec2532d472b789
10.2307/3714671	The Modern Language Review	1924	['Edmund Freeman']	A Proposal for an English Academy in 1660	['eng']	5195	article | research-article	6	A Proposal for an English Academy in 1660	1924-07-01	already found	0.0			6	1	828ad7c3589d6db280004c3c5af2af8e3bb0d456
10.2307/508235	The Review of English Studies	1929	['R. W. Seitz']	Goldsmith and the Literary Magazine	['eng']	10839	article | research-article	0	GOLDSMITH AND THE LITERARY MAGAZINE	1929	found	1.12	The Review of English Studies	R. W. Seitz	1	1	6e0f88bbf706a8e6a3586039e905078a02204ce7
10.2307/433276	Modern Philology	1928	['Edith Rickert']	Chaucer Abroad in 1368	['eng']	1032	article | research-article	0	Chaucer Abroad in 1368	1928	found	1.12	Modern Philology	Edith Rickert	0	1	e3c2ec46f46a4c53e012c2c15f6ce8f4e9ca22e5
10.2307/433856	Modern Philology	1925	['A. R. Nykl']	Arabic-Spanish Etymologies	['eng']	583	article | research-article	0	Arabic-Spanish Etymologies	1925	found	1.12	Modern Philology	A. R. Nykl	0	1	a521753eb60796a0d252258c0cc98a6e95d1b8e9
10.2307/432834	Modern Philology	1920	['Edward D. Snyder']	The Wild Irish: A Study of Some English Satires against the Irish, Scots, and Welsh	['eng']	16799	article | research-article	0	The Wild Irish: A Study of Some English Satires against the Irish, Scots, and Welsh	1920	found	1.12	Modern Philology	E. D. Snyder	17	1	a1422987f1ab9bda7012aa5c69ed9129142818bf
10.2307/457584	PMLA	1927	['Joseph M. Beatty, Jr.']	Churchill's Influence on Minor Eighteenth-Century Satirists	['eng']	5274	article | research-article	2	Churchill's Influence on Minor Eighteenth Century Satirists	1927-03-01	already found	0.0			2	1	d56eee932e6e0242f050d7fad3d76ae94b9647bd
10.2307/3714519	The Modern Language Review	1922	['W. L. Renwick']	Spenser and the Pléiade	['eng']	859	article | research-article	1	Spenser and the Pleiade	1922-07-01	already found	0.0			1	1	107289d9977d99c1966949b8c158bd478c635eef
10.2307/3714348	The Modern Language Review	1922	['Aubrey F. G. Bell']	Review Article	['eng']	1027	article | book-review	0	Francisco Rodrigues Lobo. Estudo biografico e critico		not citable	0.0			0	1	4a567afce4a393860d6e8ab1f8ac7a3446853d56
10.2307/508354	The Review of English Studies	1926	['Harold Williams']	The Canon of Swift: A Late Addition	['eng']	2959	article | research-article	0	THE CANON OF SWIFT: A LATE ADDITION	1926	found	1.12	The Review of English Studies	H. Williams	1	1	b248030bfe659d5ab9d818b61632c6cb80c5ab61
10.2307/433605	Modern Philology	1924	['Eleanor Prescott Hammond']	How a Lover Praiseth His Lady	['eng']	5881	article | research-article	0	How a Lover Praiseth His Lady	1924	found	1.12	Modern Philology	E. Hammond	1	1	ba28951e16bcf04cb68e25ffb99053cfdba7f7aa
10.2307/3714448	The Modern Language Review	1922	['W. W. Greg']	Review Article	['eng']	9712	article | book-review	0	The Works of Shakespeare. Vol. I. The Tempest	1922-04-01	not citable	0.0			0	1	a7ff1e00864bdbf6a8db831e17a3bf2936e0a367
10.2307/433439	Modern Philology	1927	['Edith Rickert']	Chaucer's Debt to Walter Bukholt	['eng']	1539	article | research-article	0	Chaucer's Debt to Walter Bukholt	1927	found	1.12	Modern Philology	Edith Rickert	0	1	c4922686bfc643efc8acca5fd5bacc01c837c43a
10.2307/3714414	The Modern Language Review	1928	['Josef Bihl']	"""Yokel"" and Loaf"""	['eng']	434	article | research-article	0	"""Yokel"" and Loaf"""	1928	found	1.0	no journal listed	J. Bihl	0	1	23cda8b5a731bcdceb4746c3e615e17fc0a10d83
10.2307/3714430	The Modern Language Review	1928	['Denis Saurat']	Review Article	['eng']	1008	article | book-review	0	L'Epithete dans les oeuvres lyriques de Victor Hugo publiees avant l'exil	1928-07-01	not citable	0.0			0	1	0b2404e40d1dd94fffeeaff9dfa5bd133d800f66
10.2307/3714440	The Modern Language Review	1922	['A. H. Krappe']	"Pierre de Ronsard's ""Hymne de la Mort"" and Plutarch's ""Consolatio ad Apollonium"""	['eng']	3011	article | research-article	0	"Pierre de Ronsard's ""Hymne de la Mort"" and Plutarch's ""Consolatio ad Apollonium"""	1922	found	1.0	Modern Language Review	A. Krappe	0	1	49f7adaf0067899a4428b5b9ae76655c24bbf695
10.2307/508234	The Review of English Studies	1929	['Andrew Tretiak']	"The Merchant of Venice and the ""Alien."" Question"	['eng']	3396	article | research-article	0	THE MERCHANT OF VENICE AND THE “ALIEN” QUESTION	1929	found	1.06736842105263	The Review of English Studies	A. Tretiak	14	1	e56d4c9431cb09f4e4d78fde6936b49cff7c5c86
10.2307/433288	Modern Philology	1923	['Roger Philip McCutcheon']	John Houghton, a Seventeenth-Century Editor and Book-Reviewer	['eng']	2374	article | research-article	0	John Houghton, a Seventeenth-Century Editor and Book-Reviewer	1923	found	1.12	Modern Philology	R. McCutcheon	4	1	965cec770da8ab5da74548656c56ec235cce8b2c
10.2307/457309	PMLA	1923	['Antony Constans']	An Unpublished Criticism of Voltaire's Eryphile	['eng']	2694	article | research-article	0	An Unpublished Criticism of Voltaire's Eryphile	1923	found	1.12	PMLA/Publications of the Modern Language Association of America	Antony Constans	0	1	74261ef4c6b4728a0545d0a6950d1eeb6fc67875
10.2307/3714085	The Modern Language Review	1927	['M. F. Richey']	Review Article	['eng']	1471	article | book-review	0	Geschichte der lateinischen Liebesdichtung im Mittelalter@@@Entstehungsgeschichte des Minnesangs		not citable	0.0			0	1	4399972c07c90ce19384bd1eb2988842d8ca1693
10.2307/3714851	The Modern Language Review	1927	['P. E. Dustoor']	"Notes on ""The Knightes Tale"""	['eng']	1759	article | research-article	0	"Notes on ""The Knightes Tale"""	1927	found	1.0	no journal listed	P. E. Dustoor	0	1	b69058d385cab988cb7cbb20c7e67410d39c7b54
10.2307/433453	Modern Philology	1929	['Klara Hechtenberg Collitz']	Propriety in the Light of Linguistics	['eng']	4886	article | research-article	0	Propriety in the Light of Linguistics	1929	found	1.12	Modern Philology	K. H. Collitz	1	1	b371eec02f90c87dd115cfe9761aa2c41ea3e884
10.2307/3714761	The Modern Language Review	1924	['Percy H. Reaney']	"Essex Place-Names in ""-ing"""	['eng']	1802	article | research-article	0	"Essex Place-Names in ""-ing"""	1924	found	1.0	no journal listed	P. H. Reaney	0	1	6210bd926f557fcd4ea993fd03fac672f5257a43
10.2307/457545	PMLA	1927	['Arthur O. Lovejoy']	Optimism and Romanticism	['eng']	10932	article | research-article	5	Optimism and Romanticism	1927-12-01	already found	0.0			5	1	2401a7a3c5b81894ea70ed85ef354ca2f3b95f4b
10.2307/3714606	The Modern Language Review	1923	['W. P. Ker']	Review Article	['eng']	1871	article | book-review	3	La Versificacion Irregular en La Poesia Castellana	1923-04-01	not citable	0.0			3	1	77dbd4b4e6c45c71293ed389cafe88117bfd5d95
10.2307/457180	PMLA	1923	['Philip Stephan Barto']	The Subterranean Grail Paradise of Cervantes	['eng']	3593	article | research-article	1	The Subterranean Grail Paradise of Cervantes	1923-06-01	already found	0.0			1	1	17e7e145f7f29ae4f4a3849f3fe44c6cc156b2ac
10.2307/457378	PMLA	1922	['Charles Bertram Lewis']	The Origin of the Weaving Songs and the Theme of the Girl at the Fountain	['eng']	15753	article | research-article	5	The Origin of the Weaving Songs and the Theme of the Girl at the Fountain	1922-06-01	already found	0.0			5	1	491fad87cb1937b32d1984f3d8621dfb50527bae
10.2307/457546	PMLA	1927	['Robert E. Spiller']	A New Biographical Source for William Cowper	['eng']	6725	article | research-article	2	A New Biographical Source for William Cowper	1927-12-01	already found	0.0			2	1	08b6f2656367b15ab73ac71640bcecf89c4d2fae
10.2307/3713944	The Modern Language Review	1929	['Clifton Joseph Furness']	"The Interpretation and Probable Derivation of the Musical Notation in the ""Aucassin et Nicolette"" MS."	['eng']	4285	article | research-article	0	"The Interpretation and Probable Derivation of the Musical Notation in the ""Aucassin et Nicolette"" MS."	1929	found	1.0	Modern Language Review	Clifton Joseph Furness	0	1	4e4c403f61caf895a39da69fdbe5aa78712295b5
10.2307/433745	Modern Philology	1923	['Thornton S. Graves']	On the Reputation of John Heywood	['eng']	2095	article | research-article	0	On the Reputation of John Heywood	1923	found	1.12	Modern Philology	T. S. Graves	2	1	42af8d77dae68d4e5389ae33692860fd8e23fbf5
10.2307/457423	PMLA	1929	['A. E. Zucker']	The Genealogical Novel Again	['eng']	1471	article | research-article	1	9. The Genealogical Novel Again	1929-09-01	already found	0.0			1	1	47811d6a05cf0d81e94a255484731e4f9daeace1
10.2307/3713783	The Modern Language Review	1924	['V. M. Jeffery']	"Italian and English Pastoral Drama of the Renaissance: Source of the ""Complaint of the Satyres against the Nymphes"""	['eng']	2852	article | research-article	2	"Italian and English Pastoral Drama of the Renaissance: Source of the ""Complaint of the Satyres against the Nymphes"""		already found	0.0			2	1	3856de9e73bae2de32883ae988934946664a9a7a
10.2307/3713808	The Modern Language Review	1920	['H. V. Routh']	The Origins of the Essay Compared in French and English Literatures. I	['eng']	5871	article | research-article	17	The Origins of the Essay Compared in French and English Literatures. I		already found	0.0			17	1	9869508f5ff21ebfb09969d6a33caf51cb187645
10.2307/3714454	The Modern Language Review	1922	['J. G. Robertson']	Review Article	['eng']	976	article | book-review	6	Etymologisk Ordbog over det norrone Sprog pa Shetland	1922-04-01	not citable	0.0			6	1	2e7115f669f7358d3b66346b9d7da3838b1d8825
10.2307/432759	Modern Philology	1920	['Starr Willard Cutting']	N Hitherto Unpublished Poem by Friedrich von Schiller	['eng']	507	article | research-article	0	N Hitherto Unpublished Poem by Friedrich von Schiller	1920	found	1.12	Modern Philology	S. Cutting	0	1	6d12ce026e742db674cb2a8301056299396d0f93
10.2307/3713972	The Modern Language Review	1928	['Kathleen M. Lea']	"Sir Aston Cokayne and the ""Commedia dell"" Arte.'"	['eng']	2150	article | research-article	1	"Sir Aston Cokayne and the ""Commedia dell"" Arte.'"		already found	0.0			1	1	c65fd5b666e82edd1a01b31b930d7f5733aec33c
10.2307/3713868	The Modern Language Review	1924	['W. W. Greg']	Review Article	['eng']	3362	article | book-review	6	Pearl, Cleanness, Patience, and Sir Gawain	1924-04-01	not citable	0.0			6	1	02bfc2946881c9d393498bf1490dfb4c8b761858
10.2307/507958	The Review of English Studies	1926	['W. S. Clark']	The Earl of Orrery's Play The Generall	['eng']	912	article | research-article	0	THE EARL OF ORRERY'S PLAY THE GENERALL	1926	found	1.12	The Review of English Studies	W. S. Clark	0	1	82654e4ca2baa495f532034ddaf1dd6308d03415
10.2307/3714653	The Modern Language Review	1927	['G. C. Moore Smith']	Review Article	['eng']	1084	article | book-review	11	The Monks and the Giants	1927-07-01	not citable	0.0			11	1	fa96ae56b2348c11b5a27e0c3740030f61b9e83c
10.2307/3714575	The Modern Language Review	1921	['Paul Studer']	An Anglo-Norman Poem by Edward II, King of England	['eng']	4388	article | research-article	0	An Anglo-Norman Poem by Edward II, King of England	no date	found	0.91	no journal listed	P. Studer	0	1	684aadf3897fd1e58ee8bad7a7b660e08bb2bf5c
10.2307/433681	Modern Philology	1925	['Harry S. Cannon']	Rhyme and Alliteration in Carl Spitteler	['eng']	3623	article | research-article	0	Rhyme and Alliteration in Carl Spitteler	1925	found	1.12	Modern Philology	H. S. Cannon	1	1	440987acffadb670b4c988f35092e919d1e27a9b
10.2307/507705	The Review of English Studies	1928	['Baldwin Maxwell']	Notes on Charles Hopkins' Boadicea	['eng']	1822	article | research-article	0	NOTES ON CHARLES HOPKINS' BOADICEA	no date	found	1.03	The Review of English Studies	Baldwin Maxwell	2	1	705217d73b801fb2a851df6a2e5e7ad6415f280f
10.2307/3714694	The Modern Language Review	1924	['Jessie Crosland']	Review Article	['eng']	1010	article | book-review	4	Die Liederhandschrift des Cardinals de Rohan (XV. Jahrh.)	1924-07-01	not citable	0.0			4	1	f7aea49518e3fd75c19cbcb57b866c653693387b
10.2307/3714943	The Modern Language Review	1928	['P. E. Dustoor']	Textual Notes on Three Non-Cycle Mystery Plays	['eng']	2686	article | research-article	0	Textual Notes on Three Non-Cycle Mystery Plays	1928	found	1.0	Modern Language Review	P. E. Dustoor	0	1	b94052e9128ba703baeb5f26311e528cf4a097ce
10.2307/3714276	The Modern Language Review	1922	['H. M. Margoliouth']	Andrew Marvell: Some Biographical Points	['eng']	4941	article | research-article	4	Andrew Marvell: Some Biographical Points	1922-10-01	already found	0.0			4	1	bd06c084509ff39a14c4cc8e823123633874034c
10.2307/3714463	The Modern Language Review	1928	['D. F. Aitken']	"The ""Voyage à l'Aventure"" in the ""Tristan"" of Thomas"	['eng']	2262	article | research-article	0	"The ""Voyage a l'Aventure"" in the ""Tristan"" of Thomas"	1928-10-01	no strong match	0.0			0	1	114a74dbe6cd27bafdb8f77c51f0d708ba99c963
10.2307/457582	PMLA	1927	['Alexander C. Judson']	Henry Vaughan as a Nature Poet	['eng']	4232	article | research-article	2	Henry Vaughan as a Nature Poet	1927-03-01	already found	0.0			2	1	147ec26f88d08416968fddfa4277596c9326fb9c
10.2307/457517	PMLA	1927	['James R. Foster']	The Abbé Prevost and the English Novel	['eng']	8985	article | research-article	3	The Abbé Prevost and the English Novel	1927-06-01	already found	0.0			3	1	3fd2376667addf07ccffa8708d63fddccc06f2a6
10.2307/3714504	The Modern Language Review	1927	['D. G. Larg']	Review Article	['eng']	1670	article | book-review	0	Alfred de Vigny	1927-04-01	not citable	0.0			0	1	a456f923ad1a0c8d16f8f132f829deeff60c7bea
10.2307/457447	PMLA	1926	['Laura Hibbard Loomis']	Arthur's round Table	['eng']	6252	article | research-article	3	Arthur's Round Table	1926-12-01	already found	0.0			3	1	29ced36c0e3b570df7960b0d2813c8913bbccbdd
10.2307/457258	PMLA	1924	['George R. Stewart, Jr.']	A Method toward the Study of Dipodic Verse	['eng']	4137	article | research-article	15	A Method Toward the Study of Dipodic Verse	1924-12-01	already found	0.0			15	1	5b889aa9165d7c8f074b4669c163787c40ffb33b
10.2307/3714479	The Modern Language Review	1928	['Edmund G. Gardner']	Review Article	['eng']	2019	article | book-review	5	Medieval Studies in Memory of Gertrude Schoepperle Loomis	1928-10-01	not citable	0.0			5	1	4619fbff947e285a12c0603d688a96ff75afec49
10.2307/3714684	The Modern Language Review	1924	['Allen Mawer']	Review Article	['eng']	932	article | book-review	1	Vermischte Beiträge zur englischen Sprachgeschichte : Etymologie, Ortsnamenkunde, Lautlehre	1924-07-01	not citable	0.0			1	1	3b124e0456899326b43c3bdea3ee4c8cc4ebde3a
10.2307/432832	Modern Philology	1920	['Laura A. Hibbard']	Erkenbald the Belgian: A Study in Medieval Exempla of Justice	['eng']	4009	article | research-article	0	Erkenbald the Belgian: A Study in Medieval Exempla of Justice	1920	found	1.12	Modern Philology	Laura A. Hibbard	13	1	c5e0ef3ac1d2186be9c7604d774fbab8a9bd828e
10.2307/433554	Modern Philology	1925	['Gordon Hall Gerould']	Abbot Ælfric's Rhythmic Prose	['eng']	5765	article | research-article	0	Abbot Ælfric's Rhythmic Prose	1925	found	1.12	Modern Philology	G. H. Gerould	8	1	b6f8353961017ba42abeb20e42e40420e227c695
10.2307/433206	Modern Philology	1920	['E. S. Sheldon']	"Some ""Roland"" Emendations"	['eng']	1230	article | research-article	0	"Some ""Roland"" Emendations"	1920	found	1.12	Modern Philology	E. S. Sheldon	0	1	ec6c6789aac07aaaa2e00a40567c671fcad3b39b
10.2307/3715977	The Modern Language Review	1929	['V. de Sola Pinto']	Review Article	['eng']	2027	article | book-review	0	The poems of Nathaniel Wanley		not citable	0.0			0	1	c3c4fb999878744e4f2bc5129651bc3b947468f1
10.2307/457395	PMLA	1927	['Louis B. Wright']	Animal Actors on the English Stage before 1642	['eng']	5755	article | research-article	9	Animal Actors on the English Stage Before 1642	1927-09-01	already found	0.0			9	1	afe058f9466c793b04af1930b2029b42c3696370
10.2307/457687	PMLA	1928	['Frederic E. Faverty']	Legends of Joseph in Old and Middle English	['eng']	9580	article | research-article	4	Legends of Joseph in Old and Middle English	1928-03-01	already found	0.0			4	1	ce18d8ecf7fcd69cb3a61f6352f47f7fdf131da8
10.2307/457321	PMLA	1921	['Harry Glicksman']	The Stage History of Colley Cibber's the Careless Husband	['eng']	1778	article | research-article	3	XII.—The Stage History of Colley Cibber's the Careless Husband	1921-06-01	already found	0.0			3	1	0a9c2600c83b81c541e73cbf0e83abe064f17298
10.2307/3714450	The Modern Language Review	1922	['Louis Brandin']	Review Article	['fre']	969	article | book-review	0	Chansons Satiriques et Bachiques du XIIIe siecle@@@Les Chansons de Conon de Bethune	1922-04-01	not citable	0.0			0	1	6bfc54f375adf86d42ce6ecad52da254d17d9a06
10.2307/3714481	The Modern Language Review	1928	['W. E. Collinson']	Review Article	['eng']	1441	article | book-review	1	Oudfriesche Oorkonden. I	1928-10-01	not citable	0.0			1	1	ce113abd0cea884686bc772cd39f0403a7fc60b9
10.2307/3714791	The Modern Language Review	1926	['Edith Birkhead']	Review Article	['eng']	1547	article | book-review	6	The life and times of Laurence Sterne	2009-03-01	not citable	0.0			6	1	9f86d8564f86b7b3f14ee7a34ca68f45df8140df
10.2307/457420	PMLA	1929	['Edward Franklin Hauch']	The Reviviscence of Georg Büchner	['eng']	3386	article | research-article	3	The Reviviscence of Georg Büchner	1929-09-01	already found	0.0			3	1	cf79e3ae7f310c2490b26d62608928cedd9b2934
10.2307/3714680	The Modern Language Review	1924	['Charlotte Carmichael Stopes', 'W. J. Lawrence']	Mr W. J. Lawrence and Peter Cunningham	['eng']	2288	article | research-article	0	Mr W. J. Lawrence and Peter Cunningham	1924	found	1.0	no journal listed	C. Stopes : W. Lawrence	0	1	a3b00a4bfa77a0991ae6d8af6724851797d9dcc6
10.2307/457163	PMLA	1922	['Barry Cerf']	Wordsworth's Gospel of Nature	['eng']	8108	article | research-article	2	Wordsworth's Gospel of Nature	1922-12-01	already found	0.0			2	1	8b3472d9aa76477e54cfa7e29c290a8dfe6a2431
10.2307/3714716	The Modern Language Review	1926	['R. H. Case']	Review Article	['eng']	906	article | book-review	0	Shakespeare: A Survey@@@A Shakespeare Reference Library	1926-04-01	not citable	0.0			0	1	09b3e258b385cae72c5902bd5f7b295fa8651550
10.2307/508284	The Review of English Studies	1927	['Alda Milner-Barry', 'L. F. Powell']	A Further Note on Hau Kiou Choaan	['eng']	2354	article | research-article	0	A FURTHER NOTE ON HAU KIOU CHOAAN	1927	found	1.07	The Review of English Studies	Alda Milner-Barry	4	1	b6def3bf85b718bdd917b4a5ecacdc10e0801398
10.2307/457610	PMLA	1928	['G. R. Elliott']	Spectral Etching in the Poetry of Thomas Hardy	['eng']	3988	article | research-article	0	Spectral Etching in the Poetry of Thomas Hardy	1928	found	1.12	PMLA/Publications of the Modern Language Association of America	G. R. Elliott	0	1	8f353ff58358cc2f8c575b3547d6c78517ac7a87
10.2307/3714559	The Modern Language Review	1926	['Donald H. Beves']	Review Article	['eng']	971	article | book-review	0	Clement Marot: Sein Leben und seine Dichtung	1926-10-01	not citable	0.0			0	1	035f6b21b3a95af3852e237cd3718d5f9e659013
10.2307/457633	PMLA	1928	['Joseph F. Jackson']	Bonald and Balzac	['eng']	2688	article | research-article	1	Bonald and Balzac	1928-06-01	already found	0.0			1	1	c618b495a4f5cb131b4fbab48ff100a052e1eaed
10.2307/3714913	The Modern Language Review	1921	['Edwin H. Tuttle']	"Notes on ""The Seven Sages"""	['eng']	766	article | research-article	0	"Notes on ""The Seven Sages"""	1921	found	1.0	Modern Language Review	E. H. Tuttle	0	1	35ea5358f2cbfe0564dde5c178a228045480c3b6
10.2307/3714679	The Modern Language Review	1924	['Levin L. Schücking']	"The Fairy Scene in ""The Merry Wives"" in Folio and Quarto"	['eng']	1357	article | research-article	0	"The Fairy Scene in ""The Merry Wives"" in Folio and Quarto"	1924	found	0.9	no journal listed	Levin L. Schucking	0	1	8ced6fee5e642378922312eef0c86ba8c177d6fc
10.2307/3714515	The Modern Language Review	1922	['Aubrey F. G. Bell']	The Hill Songs of Pero Moogo	['eng']	2697	article | research-article	0	The Hill Songs of Pero Moogo	1922	found	1.0	no journal listed	Aubrey F. G. Bell	0	1	c5990d7b53c8196ad4f17cf1dbde4515a4522024
10.2307/508240	The Review of English Studies	1929	['Raymond D. Havens']	Other Probationary Odes	['eng']	852	article | research-article	0	OTHER PROBATIONARY ODES	1929	found	1.12	The Review of English Studies	R. D. Havens	0	1	694d6f778f79597f6c974179e8003dc7ca3d14ac
10.2307/508428	The Review of English Studies	1926	['B. M. Ward']	The Death of George Gascoigne	['eng']	1526	article | research-article	0	THE DEATH OF GEORGE GASCOIGNE	1926	found	1.12	The Review of English Studies	B. M. Ward	0	1	83312c7d26dc1c9ff6e5e6ceae98de534ea455f8
10.2307/3714920	The Modern Language Review	1921	['R. B. McKerrow']	Review Article	['eng']	988	article | book-review	0	The Yale Shakespeare@@@The Australasian Shakespeare. Shakespeare's Life of Henry the Fifth	1921-04-01	not citable	0.0			0	1	ad21cf0789ded8e0f48e7ad1bf9c0c4a7e4583f7
10.2307/3714419	The Modern Language Review	1928	['Charles Sisson']	Review Article	['eng']	968	article | book-review	3	The later court hands in England from the fifteenth to the seventeenth century	1928-07-01	not citable	0.0			3	1	9b028c9ce25ca74f0662b22f0c77aeb03ce98778
10.2307/3714525	The Modern Language Review	1922	['M. Montgomery']	"""Ras"" in ""Le Mystère d'Adam,"" 482"	['eng']	1227	article | research-article	0	"""Ras"" in ""Le Mystere d'Adam,"" 482"	1922-07-01	no strong match	0.0			0	1	82d43dcb98f3c6ef402729695fa5407ff82450ba
10.2307/457515	PMLA	1927	['Albert H. Tolman']	Mary Hamilton; The Group Authorship of Ballads	['eng']	3806	article | research-article	1	Mary Hamilton; the Group Authorship of Ballads	1927-06-01	already found	0.0			1	1	73691b056302caeb3cab5d45d6b73a210e4c7474
10.2307/457609	PMLA	1928	['Frank T. Thompson']	Emerson's Theory and Practice of Poetry	['eng']	6132	article | research-article	0	Emerson's Theory and Practice of Poetry	1928	found	1.12	PMLA/Publications of the Modern Language Association of America	F. Thompson	0	1	27e4eeca9eab5d90a9f16b766d77b865de98c02e
10.2307/433738	Modern Philology	1929	['Florence E. White']	Chaucer's Shipman-(Concluded)	['eng']	2172	article | research-article	0	Chaucer's Shipman-(Concluded)	1929	found	1.12	Modern Philology	F. E. White	0	1	373c97260b8dba6e74740d45e136b8f8505d0c5a
10.2307/433313	Modern Philology	1924	['Howard R. Patch']	Desiderata in Middle English Research	['eng']	3476	article | research-article	0	Desiderata in Middle English Research	1924	found	1.12	Modern Philology	H. Patch	0	1	287cc525bfd79020eee23fe4b39fa1bab8d52eb5
10.2307/508120	The Review of English Studies	1927	['W. W. Greg']	Nathan Field and the Beaumont and Fletcher Folio of 1679	['eng']	799	article | research-article	0	NATHAN FIELD AND THE BEAUMONT AND FLETCHER FOLIO OF 1679	1927	found	1.12	The Review of English Studies	W. Greg	0	1	f693f3fc07a00a6e184adde4b83532d878b652dc
10.2307/433563	Modern Philology	1925	['anonymous']	Notes and Comments	['eng']	3064	article | misc	0	Notes and comments	1925	found	0.9	Laboratory Animals	J. Pickersgill	0	1	0b77ddf01da0c8eb65137f139f2ebbc8bbe07b86
10.2307/3714218	The Modern Language Review	1925	['Edmund G. Gardner']	Review Article	['eng']	1443	article | book-review	1	Li chantari di Lancellotto	1925-04-01	not citable	0.0			1	1	7092a64ce78ea53dc7aa416999940e5e665f6859
10.2307/433016	Modern Philology	1920	['Stanley I. Rypins']	"The ""Beowulf"" Codex"	['eng']	2841	article | research-article	0	"The ""Beowulf"" Codex"	1920	found	1.12	Modern Philology	S. Rypins	1	1	2a5d0c29596c1c06def548f96495b3f5474104e6
10.2307/457391	PMLA	1927	['Henry R. Lang']	The Metrical Forms of the Poem of the Cid	['spa']	30439	article | research-article	1	The Metrical Forms of the Poem of the Cid	1927-09-01	already found	0.0			1	1	f6da488cfac93e49646cf966fd52e7f8caf6ba5d
10.2307/457231	PMLA	1925	['William C. de Vane, Jr.']	The Landscape of Browning's Childe Roland	['eng']	2676	article | research-article	0	The Landscape of Browning's Childe Roland	1925	found	1.02	PMLA/Publications of the Modern Language Association of America	William C. De Vane	0	1	025af1ce92dcbb19f6b66b9e14405aa52a73cb7c
10.2307/433606	Modern Philology	1924	['G. T. Northup']	Cervantes' Attitude toward Honor	['eng']	10388	article | research-article	0	Cervantes' Attitude toward Honor	1924	found	1.12	Modern Philology	G. T. Northup	1	1	54f1e1ba9612e10476b1f4b582696cb827d1000a
10.2307/3714863	The Modern Language Review	1927	['G. D. Willcock']	Review Article	['eng']	977	article | book-review	13	The First English Translations of the Classics	1927-10-01	not citable	0.0			13	1	2ead2dfa1b90792dc3bb8545c5412103415e079f
10.2307/457547	PMLA	1927	['Earle Vonard Weller']	Keats and Mary Tighe	['eng']	8279	article | research-article	3	Keats and Mary Tighe	1927-12-01	already found	0.0			3	1	3ce99a88953cc04049f5bc5b29825ca527a8da10
10.2307/3714773	The Modern Language Review	1924	['L. A. Willoughby']	Review Article	['eng']	989	article | book-review	0	Bestrafte Untreue, eine allegorische mittelhochdeutsche Minnerede@@@Studies in the Use of Exempla, with Special Reference to Middle High German Literature	1924-10-01	not citable	0.0			0	1	74cd689da070bd5a58243da7af747490a20c261f
10.2307/3713848	The Modern Language Review	1925	['Edna Purdie']	Review Article	['eng']	533	article | book-review	41	The Heliand manuscript : Cotton Caligula A. VII, in the British Museum : a study	1925-10-01	not citable	0.0			41	1	5340a8a47adbae4e50d727459c5a76630eb6c707
10.2307/457650	PMLA	1926	['J. E. Shaw']	"The ""Donna Angelicata"" in the Ring and the Book"	['eng']	10987	article | research-article	3	I. The “Donna Angelicata” in The Ring and the Book	1926-03-01	already found	0.0			3	1	1381b45b8e28bbf0e418378892922623dd4335fe
10.2307/457166	PMLA	1922	['Newman I. White']	"An Italian ""Imitation"" of Shelley's The Cenci"	['eng']	2351	article | research-article	0	An Italian “Imitation” of Shelley's The Cenci	1922	found	1.07555555555556	PMLA/Publications of the Modern Language Association of America	N. White	0	1	f3d5f9704981e00baade1537bccda267a8b69052
10.2307/507607	The Review of English Studies	1927	['J. A. Fort']	The Story Contained in the Second Series of Shakespeare's Sonnets	['eng']	3884	article | research-article	0	THE STORY CONTAINED IN THE SECOND SERIES OF SHAKESPEARE'S SONNETS	1927	found	1.12	The Review of English Studies	J. A. Fort	0	1	5b69e3f2e2548d08b997a2d27ac2156d3d79b47d
