docid	date	num_chunks	fraction_compared	filtered	time_radius	chunks_used	precocity	novelty	transience
7232cab075d570a4ee2e3b7049b5b33960d6449f	1920	14	0.05	True	10	1.0	0.025835877384754426	4.353780868186312	4.327944990801557
7232cab075d570a4ee2e3b7049b5b33960d6449f	1920	14	0.05	True	10	0.25	0.1527861893379806	4.229388536300982	4.076602346963002
7232cab075d570a4ee2e3b7049b5b33960d6449f	1920	14	0.05	True	20	1.0	0.14471052774856621	4.43343328041737	4.2887227526688045
7232cab075d570a4ee2e3b7049b5b33960d6449f	1920	14	0.05	True	20	0.25	0.3037823780629203	4.347953788296095	4.044171410233174
7232cab075d570a4ee2e3b7049b5b33960d6449f	1920	14	0.05	False	10	1.0	0.036988813146698725	4.353780868186312	4.316792055039612
7232cab075d570a4ee2e3b7049b5b33960d6449f	1920	14	0.05	False	10	0.25	0.16787645616252134	4.229388536300982	4.061512080138461
7232cab075d570a4ee2e3b7049b5b33960d6449f	1920	14	0.05	False	20	1.0	0.1502869956295383	4.43343328041737	4.283146284787831
7232cab075d570a4ee2e3b7049b5b33960d6449f	1920	14	0.05	False	20	0.25	0.3113275114751902	4.347953788296095	4.036626276820905
2218faa62485c4e45457737e62d49f0fae62813d	1920	2	1.0	True	10	1.0	-0.013883073850754712	5.538134517810242	5.552017591660997
2218faa62485c4e45457737e62d49f0fae62813d	1920	2	1.0	True	10	0.25	-0.012197034840035315	5.622534237026452	5.634731271866487
2218faa62485c4e45457737e62d49f0fae62813d	1920	2	1.0	True	20	1.0	-0.0008377890817783396	5.5695976322182545	5.570435421300033
2218faa62485c4e45457737e62d49f0fae62813d	1920	2	1.0	True	20	0.25	0.019889451983991613	5.668214602888773	5.648325150904782
2218faa62485c4e45457737e62d49f0fae62813d	1920	2	1.0	False	10	1.0	-0.011544919362134642	5.538134517810242	5.549679437172377
